TimeStamp,Roll1,Pitch1,Yaw1,Roll2,Pitch2,Yaw2,FRS,EMG1
28139,-104.26,73.33,-108.47,-1.3,79.33,-21.84,2.41,274
28154,-104.25,73.33,-108.47,-1.32,79.32,-21.87,2.419,261
28169,-104.2,73.33,-108.42,-1.31,79.31,-21.86,2.414,288
28183,-104.17,73.33,-108.38,-1.31,79.31,-21.86,2.414,280
28198,-104.11,73.34,-108.32,-1.33,79.31,-21.87,2.414,271
28212,-104.08,73.36,-108.29,-1.34,79.3,-21.88,2.414,243
28227,-104.08,73.36,-108.29,-1.33,79.29,-21.86,2.414,267
28242,-104.07,73.38,-108.27,-1.34,79.29,-21.84,2.419,222
28256,-104.06,73.38,-108.23,-1.36,79.29,-21.83,2.414,247
28271,-104.06,73.38,-108.2,-1.36,79.29,-21.83,2.419,217
28285,-104.05,73.39,-108.15,-1.36,79.3,-21.81,2.414,194
28300,-104.05,73.39,-108.15,-1.38,79.3,-21.82,2.414,214
28314,-104.02,73.39,-108.09,-1.41,79.31,-21.85,2.414,214
28329,-104.03,73.39,-108.09,-1.44,79.32,-21.88,2.419,199
28344,-103.99,73.38,-108.05,-1.44,79.32,-21.88,2.414,202
28358,-104.01,73.37,-108.05,-1.49,79.32,-21.94,2.414,179
28373,-104.03,73.35,-108.06,-1.54,79.33,-21.99,2.414,222
28388,-104.03,73.35,-108.06,-1.58,79.33,-22.05,2.414,222
28402,-104.07,73.33,-108.08,-1.62,79.34,-22.1,2.419,183
28417,-104.07,73.32,-108.09,-1.65,79.35,-22.13,2.414,182
28432,-104.09,73.31,-108.11,-1.65,79.35,-22.13,2.419,227
28446,-104.16,73.3,-108.17,-1.65,79.36,-22.15,2.414,248
28461,-104.19,73.3,-108.22,-1.63,79.37,-22.14,2.414,286
28476,-104.19,73.3,-108.22,-1.61,79.37,-22.15,2.414,256
28490,-104.2,73.31,-108.24,-1.56,79.36,-22.11,2.414,221
28505,-104.18,73.32,-108.24,-1.56,79.36,-22.13,2.419,234
28520,-104.17,73.33,-108.25,-1.56,79.36,-22.13,2.419,241
28534,-104.19,73.33,-108.28,-1.54,79.37,-22.12,2.414,235
28549,-104.21,73.34,-108.32,-1.5,79.36,-22.11,2.419,212
28563,-104.21,73.34,-108.32,-1.46,79.37,-22.08,2.419,195
28578,-104.25,73.36,-108.37,-1.46,79.37,-22.09,2.419,183
28592,-104.25,73.37,-108.38,-1.46,79.37,-22.09,2.414,251
28607,-104.24,73.36,-108.38,-1.5,79.38,-22.13,2.414,268
28621,-104.3,73.36,-108.44,-1.51,79.4,-22.16,2.414,250
28636,-104.3,73.36,-108.44,-1.51,79.41,-22.18,2.414,231
28651,-104.34,73.36,-108.49,-1.55,79.43,-22.25,2.419,229
28665,-104.36,73.35,-108.52,-1.6,79.44,-22.32,2.414,231
28680,-104.39,73.33,-108.56,-1.6,79.44,-22.32,2.419,277
28694,-104.44,73.33,-108.62,-1.59,79.45,-22.33,2.414,228
28709,-104.49,73.32,-108.68,-1.58,79.46,-22.32,2.419,240
28724,-104.49,73.32,-108.68,-1.58,79.47,-22.34,2.414,223
28738,-104.54,73.32,-108.72,-1.61,79.48,-22.39,2.414,252
28753,-104.57,73.31,-108.76,-1.63,79.49,-22.42,2.414,289
28768,-104.61,73.31,-108.8,-1.63,79.49,-22.42,2.419,312
28782,-104.66,73.31,-108.86,-1.62,79.49,-22.42,2.419,262
28797,-104.66,73.31,-108.87,-1.63,79.5,-22.44,2.414,212
28812,-104.66,73.31,-108.87,-1.62,79.51,-22.43,2.419,239
28826,-104.68,73.32,-108.88,-1.6,79.51,-22.42,2.419,265
28841,-104.71,73.32,-108.92,-1.6,79.51,-22.42,2.419,232
28855,-104.72,73.33,-108.93,-1.6,79.51,-22.43,2.419,210
28870,-104.74,73.34,-108.95,-1.6,79.52,-22.43,2.419,199
28885,-104.74,73.34,-108.95,-1.61,79.52,-22.44,2.419,192
28899,-104.76,73.35,-108.97,-1.62,79.52,-22.45,2.419,193
28914,-104.74,73.35,-108.96,-1.63,79.53,-22.47,2.419,235
28929,-104.72,73.34,-108.93,-1.63,79.53,-22.47,2.419,215
28943,-104.74,73.35,-108.95,-1.61,79.53,-22.45,2.419,224
28958,-104.75,73.35,-108.95,-1.62,79.54,-22.47,2.419,223
28972,-104.75,73.35,-108.95,-1.62,79.55,-22.47,2.419,229
28987,-104.76,73.35,-108.94,-1.6,79.55,-22.46,2.419,267
29002,-104.77,73.34,-108.93,-1.6,79.55,-22.46,2.419,247
29016,-104.77,73.35,-108.92,-1.56,79.55,-22.41,2.419,236
29031,-104.77,73.35,-108.91,-1.55,79.55,-22.39,2.414,291
29046,-104.77,73.36,-108.9,-1.54,79.55,-22.38,2.419,263
29060,-104.77,73.36,-108.9,-1.55,79.56,-22.38,2.419,262
29075,-104.76,73.37,-108.89,-1.57,79.57,-22.39,2.419,267
29089,-104.76,73.37,-108.87,-1.57,79.57,-22.39,2.419,276
29104,-104.78,73.38,-108.88,-1.6,79.58,-22.42,2.419,269
29118,-104.77,73.39,-108.88,-1.62,79.58,-22.45,2.414,256
29133,-104.74,73.4,-108.86,-1.59,79.59,-22.42,2.419,243
29148,-104.74,73.4,-108.86,-1.58,79.58,-22.42,2.414,225
29162,-104.7,73.42,-108.85,-1.62,79.58,-22.46,2.419,266
29177,-104.68,73.43,-108.82,-1.62,79.58,-22.46,2.419,266
29191,-104.71,73.43,-108.84,-1.64,79.58,-22.5,2.419,243
29206,-104.73,73.43,-108.85,-1.65,79.58,-22.51,2.414,226
29221,-104.73,73.43,-108.85,-1.63,79.57,-22.49,2.419,221
29235,-104.7,73.43,-108.81,-1.61,79.56,-22.46,2.419,238
29250,-104.67,73.44,-108.78,-1.61,79.56,-22.46,2.419,255
29264,-104.68,73.44,-108.79,-1.61,79.56,-22.46,2.419,294
29279,-104.66,73.45,-108.79,-1.63,79.55,-22.49,2.419,270
29294,-104.64,73.45,-108.78,-1.63,79.55,-22.49,2.419,257
29309,-104.64,73.45,-108.78,-1.64,79.55,-22.52,2.419,228
29323,-104.66,73.45,-108.79,-1.64,79.55,-22.53,2.419,231
29338,-104.65,73.44,-108.78,-1.64,79.55,-22.53,2.419,245
29352,-104.67,73.44,-108.81,-1.63,79.55,-22.53,2.419,279
29367,-104.64,73.45,-108.8,-1.6,79.54,-22.51,2.419,244
29382,-104.65,73.46,-108.81,-1.58,79.54,-22.52,2.419,210
29397,-104.65,73.46,-108.81,-1.57,79.55,-22.52,2.419,214
29411,-104.66,73.46,-108.84,-1.57,79.55,-22.52,2.424,226
29425,-104.64,73.46,-108.82,-1.56,79.55,-22.52,2.419,238
29440,-104.64,73.46,-108.81,-1.57,79.55,-22.53,2.419,221
29455,-104.65,73.46,-108.79,-1.59,79.55,-22.53,2.419,237
29469,-104.65,73.46,-108.79,-1.63,79.56,-22.55,2.419,238
29484,-104.66,73.46,-108.79,-1.67,79.56,-22.59,2.419,199
29499,-104.69,73.46,-108.79,-1.67,79.56,-22.59,2.424,235
29513,-104.71,73.45,-108.78,-1.7,79.57,-22.61,2.419,226
29528,-104.72,73.44,-108.75,-1.74,79.58,-22.62,2.424,232
29542,-104.75,73.43,-108.75,-1.77,79.59,-22.62,2.419,219
29557,-104.75,73.43,-108.75,-1.79,79.6,-22.63,2.419,204
29571,-104.77,73.43,-108.74,-1.81,79.61,-22.64,2.419,195
29586,-104.81,73.42,-108.77,-1.81,79.61,-22.64,2.419,239
29601,-104.83,73.42,-108.79,-1.84,79.62,-22.67,2.414,228
29615,-104.85,73.42,-108.81,-1.86,79.62,-22.7,2.419,230
29630,-104.86,73.42,-108.82,-1.84,79.62,-22.7,2.419,208
29645,-104.86,73.42,-108.82,-1.81,79.62,-22.68,2.419,190
29659,-104.85,73.42,-108.83,-1.81,79.62,-22.68,2.419,234
29673,-104.87,73.42,-108.87,-1.83,79.63,-22.71,2.419,230
29688,-104.87,73.42,-108.89,-1.79,79.63,-22.68,2.419,228
29703,-104.87,73.43,-108.89,-1.8,79.64,-22.71,2.419,228
29718,-104.87,73.43,-108.89,-1.84,79.65,-22.75,2.419,240
29733,-104.87,73.43,-108.89,-1.85,79.66,-22.78,2.419,216
29747,-104.88,73.42,-108.91,-1.85,79.66,-22.78,2.419,213
29761,-104.9,73.4,-108.92,-1.86,79.66,-22.8,2.424,266
29776,-104.91,73.39,-108.92,-1.86,79.66,-22.82,2.414,241
29791,-104.93,73.38,-108.94,-1.86,79.67,-22.83,2.419,234
29806,-104.93,73.38,-108.94,-1.84,79.67,-22.82,2.419,272
29820,-104.94,73.38,-108.96,-1.84,79.67,-22.82,2.424,241
29834,-104.97,73.38,-109,-1.83,79.67,-22.82,2.424,210
29849,-104.97,73.38,-109.03,-1.83,79.67,-22.83,2.419,206
29864,-104.96,73.38,-109.02,-1.83,79.67,-22.85,2.419,211
29879,-104.97,73.38,-109.04,-1.85,79.67,-22.89,2.419,243
29893,-104.97,73.38,-109.04,-1.84,79.67,-22.89,2.419,220
29907,-105,73.38,-109.06,-1.84,79.67,-22.89,2.424,186
29922,-105.01,73.38,-109.08,-1.84,79.68,-22.91,2.424,208
29937,-105,73.37,-109.08,-1.85,79.68,-22.93,2.419,219
29951,-105.01,73.37,-109.1,-1.88,79.68,-22.97,2.419,217
29966,-105.05,73.37,-109.15,-1.88,79.67,-22.98,2.419,195
30018,-105.06,73.37,-109.18,-1.87,79.68,-22.98,2.424,198
30033,-105.05,73.37,-109.18,-1.86,79.68,-22.99,2.424,195
30048,-105.06,73.36,-109.2,-1.86,79.68,-23.02,2.419,181
30063,-105.08,73.36,-109.24,-1.88,79.69,-23.06,2.419,174
30077,-105.1,73.36,-109.28,-1.88,79.7,-23.08,2.419,188
30092,-105.08,73.36,-109.28,-1.92,79.7,-23.14,2.424,203
30107,-105.09,73.35,-109.29,-1.93,79.71,-23.17,2.424,191
30121,-105.11,73.35,-109.32,-1.94,79.72,-23.2,2.419,185
30136,-105.16,73.34,-109.36,-1.96,79.72,-23.23,2.419,188
30151,-105.17,73.34,-109.38,-1.96,79.73,-23.23,2.419,222
30165,-105.18,73.33,-109.37,-1.97,79.74,-23.25,2.419,247
30180,-105.18,73.33,-109.37,-2,79.74,-23.28,2.419,224
30195,-105.18,73.33,-109.37,-2,79.75,-23.29,2.419,238
30209,-105.18,73.33,-109.37,-2,79.75,-23.29,2.424,230
30223,-105.18,73.32,-109.36,-2.01,79.75,-23.31,2.419,222
30238,-105.19,73.32,-109.37,-2.02,79.76,-23.34,2.419,277
30252,-105.21,73.31,-109.38,-2.02,79.76,-23.34,2.419,288
30267,-105.21,73.31,-109.39,-2.03,79.76,-23.35,2.424,250
30282,-105.21,73.31,-109.39,-2.03,79.76,-23.35,2.424,229
30295,-105.22,73.32,-109.4,-2.03,79.76,-23.36,2.424,282
30310,-105.24,73.32,-109.42,-2.02,79.77,-23.36,2.419,282
30325,-105.23,73.32,-109.42,-2.03,79.77,-23.38,2.424,288
30340,-105.21,73.31,-109.42,-2.05,79.76,-23.4,2.419,241
30354,-105.21,73.31,-109.42,-2.03,79.76,-23.4,2.419,265
30368,-105.22,73.31,-109.44,-2.03,79.76,-23.4,2.419,241
30382,-105.22,73.31,-109.45,-2.05,79.76,-23.43,2.424,228
30397,-105.23,73.32,-109.46,-2.05,79.77,-23.44,2.419,264
30412,-105.22,73.32,-109.45,-2.07,79.76,-23.46,2.419,230
30427,-105.23,73.31,-109.46,-2.07,79.75,-23.48,2.414,252
30441,-105.23,73.31,-109.46,-2.07,79.75,-23.48,2.419,242
30455,-105.25,73.31,-109.49,-2.06,79.75,-23.47,2.419,223
30470,-105.27,73.3,-109.51,-2.04,79.75,-23.45,2.419,213
30484,-105.26,73.3,-109.52,-2.04,79.74,-23.47,2.419,245
30499,-105.26,73.3,-109.54,-2.01,79.74,-23.46,2.419,270
30514,-105.26,73.3,-109.54,-2.01,79.74,-23.46,2.419,257
30527,-105.25,73.31,-109.55,-1.99,79.75,-23.45,2.419,220
30542,-105.27,73.31,-109.57,-1.99,79.75,-23.46,2.419,193
30557,-105.29,73.31,-109.6,-1.98,79.76,-23.46,2.419,205
30571,-105.26,73.31,-109.57,-1.99,79.76,-23.48,2.419,253
30586,-105.25,73.3,-109.54,-2.01,79.76,-23.49,2.419,288
30601,-105.25,73.3,-109.54,-2.01,79.76,-23.49,2.419,255
30614,-105.27,73.29,-109.56,-2.02,79.76,-23.49,2.419,231
30629,-105.3,73.29,-109.58,-2.03,79.77,-23.48,2.424,234
30644,-105.3,73.29,-109.59,-2.04,79.78,-23.48,2.419,251
30658,-105.3,73.29,-109.58,-2.02,79.78,-23.47,2.419,270
30673,-105.3,73.29,-109.58,-2.02,79.78,-23.47,2.419,264
30686,-105.31,73.29,-109.58,-2.07,79.78,-23.51,2.419,242
30701,-105.33,73.3,-109.61,-2.06,79.77,-23.51,2.419,217
30716,-105.33,73.29,-109.62,-2.03,79.76,-23.48,2.419,210
30731,-105.32,73.29,-109.63,-2.02,79.76,-23.48,2.419,239
30745,-105.34,73.29,-109.66,-2.02,79.76,-23.49,2.424,256
30760,-105.34,73.29,-109.66,-2.02,79.76,-23.49,2.419,237
30774,-105.34,73.3,-109.69,-2.03,79.77,-23.52,2.419,262
30788,-105.33,73.29,-109.7,-2,79.76,-23.52,2.419,275
30803,-105.35,73.29,-109.74,-1.96,79.76,-23.51,2.419,281
30818,-105.35,73.29,-109.75,-1.93,79.75,-23.48,2.419,285
30832,-105.35,73.29,-109.75,-1.93,79.75,-23.48,2.419,250
30846,-105.34,73.31,-109.76,-1.89,79.75,-23.46,2.419,226
30861,-105.33,73.31,-109.75,-1.84,79.75,-23.41,2.419,239
30876,-105.34,73.3,-109.77,-1.83,79.75,-23.42,2.419,205
30890,-105.38,73.3,-109.82,-1.81,79.75,-23.4,2.419,331
30905,-105.38,73.31,-109.82,-1.76,79.75,-23.37,2.419,274
30920,-105.38,73.31,-109.82,-1.76,79.75,-23.37,2.419,242
30934,-105.37,73.33,-109.83,-1.74,79.75,-23.35,2.419,213
30949,-105.38,73.33,-109.86,-1.72,79.75,-23.36,2.419,211
30964,-105.37,73.34,-109.88,-1.7,79.75,-23.35,2.419,229
30978,-105.36,73.35,-109.88,-1.63,79.74,-23.3,2.419,186
30993,-105.36,73.36,-109.88,-1.63,79.74,-23.3,2.419,184
31007,-105.36,73.36,-109.88,-1.62,79.75,-23.3,2.419,172
31022,-105.4,73.37,-109.91,-1.6,79.74,-23.3,2.419,185
31036,-105.42,73.37,-109.95,-1.56,79.74,-23.28,2.419,162
31051,-105.41,73.37,-109.94,-1.52,79.73,-23.25,2.419,158
31066,-105.38,73.39,-109.9,-1.49,79.73,-23.22,2.419,173
31081,-105.38,73.39,-109.9,-1.49,79.73,-23.22,2.419,177
31095,-105.4,73.4,-109.91,-1.4,79.74,-23.13,2.419,164
31109,-105.43,73.41,-109.93,-1.31,79.74,-23.05,2.419,152
31124,-105.42,73.44,-109.93,-1.22,79.75,-22.98,2.419,167
31139,-105.46,73.45,-109.99,-1.11,79.77,-22.89,2.419,156
31154,-105.54,73.45,-110.09,-1.06,79.79,-22.85,2.419,168
31169,-105.54,73.45,-110.09,-1.06,79.79,-22.85,2.419,165
31182,-105.62,73.46,-110.2,-0.93,79.81,-22.74,2.424,148
31197,-105.68,73.46,-110.26,-0.81,79.83,-22.64,2.424,166
31212,-105.75,73.46,-110.36,-0.69,79.85,-22.56,2.419,181
31227,-105.77,73.46,-110.43,-0.54,79.88,-22.49,2.424,195
31242,-105.76,73.46,-110.48,-0.54,79.88,-22.49,2.419,180
31256,-105.76,73.46,-110.48,-0.35,79.89,-22.44,2.424,283
31270,-105.77,73.46,-110.61,-0.14,79.9,-22.4,2.419,245
31285,-105.72,73.47,-110.73,0.13,79.89,-22.34,2.419,259
31300,-105.67,73.49,-110.86,0.41,79.89,-22.31,2.419,220
31315,-105.6,73.51,-111.01,0.71,79.86,-22.28,2.419,205
31329,-105.6,73.51,-111.01,0.71,79.86,-22.28,2.419,180
31343,-105.49,73.53,-111.12,1.05,79.84,-22.19,2.419,165
31358,-105.47,73.52,-111.26,1.43,79.83,-22,2.419,160
31373,-105.52,73.51,-111.39,1.75,79.81,-21.78,2.419,189
31387,-105.64,73.53,-111.47,2.07,79.77,-21.5,2.414,165
31402,-105.78,73.56,-111.55,2.07,79.77,-21.5,2.419,132
31416,-105.78,73.56,-111.55,2.39,79.76,-21.18,2.414,162
31431,-105.87,73.59,-111.53,2.72,79.75,-20.84,2.419,141
31445,-105.93,73.61,-111.43,2.96,79.71,-20.58,2.419,151
31460,-106.01,73.69,-111.36,3.14,79.62,-20.29,2.419,142
31475,-105.92,73.89,-111.14,3.36,79.54,-19.97,2.419,119
31490,-105.73,74.11,-110.82,3.36,79.54,-19.97,2.424,97
31504,-105.73,74.11,-110.82,3.46,79.45,-19.79,2.424,125
31518,-105.48,74.32,-110.42,3.54,79.36,-19.65,2.424,102
31533,-105.3,74.51,-110.09,3.61,79.26,-19.56,2.429,95
31548,-105.22,74.66,-109.91,3.64,79.19,-19.62,2.429,98
31563,-105.28,74.8,-109.93,3.6,79.13,-19.85,2.424,114
31578,-105.28,74.8,-109.93,3.6,79.13,-19.85,2.429,93
31591,-105.31,75.03,-109.95,3.6,79.06,-20.02,2.424,77
31613,-105.3,75.37,-109.95,3.58,79,-20.18,2.424,60
31628,-105.36,75.84,-109.98,3.39,78.97,-20.5,2.424,54
31644,-105.53,76.38,-110.02,2.97,78.96,-21.02,2.424,49
31660,-105.92,76.94,-110.18,2.25,78.97,-21.82,2.424,46
31676,-106.48,77.53,-110.59,1.48,79,-22.66,2.429,45
31691,-106.79,78.15,-110.91,1.04,79.04,-23.1,2.439,43
31707,-106.97,78.72,-111.07,0.91,79.05,-23.19,2.454,42
31723,-107.09,79.21,-111.21,0.84,79.1,-23.22,2.468,41
31739,-106.87,79.56,-110.96,0.84,79.1,-23.22,2.483,43
31754,-106.87,79.56,-110.96,0.76,79.15,-23.18,2.488,45
31768,-106.63,79.75,-110.65,0.92,79.18,-22.79,2.493,42
31782,-106.71,79.84,-110.51,1.52,79.17,-21.95,2.493,43
31797,-107.07,79.86,-110.51,3.03,79.01,-20.22,2.488,41
31812,-107.54,79.92,-110.54,5.1,78.78,-17.79,2.483,43
31826,-107.96,79.99,-110.45,5.1,78.78,-17.79,2.473,41
31840,-107.96,79.99,-110.45,7.66,78.54,-14.7,2.454,41
31854,-108.44,80.12,-110.36,10.32,78.29,-11.56,2.444,39
31869,-108.8,80.29,-110.17,12.84,78.04,-8.59,2.429,38
31883,-109.11,80.45,-110.01,15.29,77.77,-5.8,2.405,38
31898,-109.73,80.61,-110.23,15.29,77.77,-5.8,2.39,37
31912,-109.73,80.61,-110.23,17.58,77.51,-3.25,2.385,36
31926,-110.4,80.79,-110.61,19.45,77.31,-1.16,2.38,36
31941,-110.82,80.96,-110.84,21.16,77.16,0.75,2.37,35
31955,-111.18,81.16,-111.14,22.69,77.01,2.48,2.37,35
31970,-112.17,81.44,-112.21,22.69,77.01,2.48,2.375,34
31984,-112.17,81.44,-112.21,23.75,76.97,3.71,2.385,35
31998,-112.99,81.66,-113.21,24.1,77.12,4.11,2.395,35
32012,-113.12,81.78,-113.63,24.02,77.42,3.81,2.405,35
32027,-113.27,81.68,-114.15,23.96,77.65,3.38,2.414,40
32041,-113.56,81.47,-114.88,23.96,77.65,3.38,2.414,71
32055,-113.56,81.47,-114.88,24.11,77.75,3.05,2.41,62
32069,-113.52,81.34,-115.23,24.43,77.81,2.99,2.405,55
32084,-113.4,81.26,-115.4,25.01,77.78,3.58,2.4,49
32098,-113.79,81.17,-115.93,26.02,77.81,4.9,2.405,44
32113,-113.97,81.05,-116.17,26.02,77.81,4.9,2.41,42
32127,-113.97,81.05,-116.17,26.9,77.87,6.05,2.414,43
32141,-113.44,80.91,-115.67,27.8,77.96,7.04,2.419,44
32155,-113.04,80.7,-115.24,28.83,78.04,8.02,2.419,48
32170,-113.33,80.43,-115.48,29.85,78.07,8.99,2.424,45
32184,-113.62,80.14,-115.69,29.85,78.07,8.99,2.424,43
32198,-113.71,79.93,-115.59,30.94,78.03,10.17,2.424,41
32213,-113.71,79.93,-115.59,32.24,78.04,11.79,2.424,40
32227,-114.01,79.73,-115.52,33.48,78.06,13.35,2.424,39
32241,-114.34,79.55,-115.46,34.55,78.11,14.6,2.424,38
32256,-114.76,79.42,-115.51,35.49,78.15,15.67,2.419,41
32271,-115.23,79.36,-115.67,35.49,78.15,15.67,2.424,41
32284,-115.23,79.36,-115.67,36.41,78.17,16.74,2.424,42
32298,-115.82,79.35,-116.02,37.22,78.21,17.67,2.424,41
32313,-116.5,79.34,-116.51,37.93,78.24,18.45,2.424,41
32328,-117.21,79.32,-117.09,38.56,78.27,19.06,2.424,39
32342,-117.93,79.32,-117.79,38.56,78.27,19.06,2.429,39
32356,-117.93,79.32,-117.79,39.03,78.28,19.43,2.429,48
32370,-118.45,79.34,-118.4,39.41,78.29,19.63,2.429,46
32385,-118.81,79.36,-118.92,39.63,78.27,19.59,2.429,44
32399,-118.98,79.38,-119.34,39.7,78.22,19.41,2.434,42
32414,-119.1,79.39,-119.77,39.7,78.22,19.41,2.429,40
32428,-119.1,79.39,-119.77,39.81,78.14,19.31,2.424,40
32442,-119.19,79.39,-120.16,39.94,78.06,19.31,2.429,39
32456,-119.22,79.42,-120.39,40.16,78,19.41,2.424,39
32471,-119.21,79.48,-120.49,40.26,77.97,19.39,2.429,38
32485,-119.21,79.55,-120.59,40.26,77.97,19.39,2.434,39
32499,-119.24,79.67,-120.71,40.33,77.94,19.35,2.439,41
32514,-119.24,79.67,-120.71,40.45,77.88,19.41,2.439,41
32528,-119.48,79.81,-120.98,40.52,77.83,19.56,2.449,42
32542,-119.96,79.92,-121.38,40.54,77.78,19.82,2.449,50
32557,-120.47,80.07,-121.7,40.54,77.78,19.82,2.454,49
32571,-120.82,80.26,-121.85,40.43,77.7,20.03,2.463,65
32585,-120.82,80.26,-121.85,40.18,77.65,20,2.473,73
32599,-120.8,80.43,-121.67,39.7,77.62,19.57,2.478,78
32614,-120.57,80.47,-121.4,39.26,77.53,19.02,2.483,77
32628,-120.59,80.43,-121.57,39.26,77.53,19.02,2.483,80
32642,-120.6,80.41,-121.76,38.9,77.35,18.54,2.488,77
32657,-120.6,80.41,-121.76,38.89,77.22,18.45,2.488,84
32671,-120.52,80.38,-121.87,38.96,77.07,18.47,2.488,90
32685,-120.09,80.36,-121.61,39.06,76.91,18.54,2.488,91
32700,-119.59,80.35,-121.24,39.06,76.91,18.54,2.493,85
32714,-119.08,80.36,-120.84,39.21,76.74,18.69,2.493,90
32774,-118.56,80.39,-120.44,39.4,76.55,18.87,2.483,70
32788,-118.04,80.44,-120.01,39.6,76.37,19.03,2.483,74
32803,-117.74,80.47,-119.78,39.79,76.19,19.17,2.488,72
32817,-117.47,80.53,-119.54,39.97,76,19.3,2.483,66
32832,-117.12,80.59,-119.18,40.08,75.83,19.39,2.483,66
32846,-116.9,80.67,-118.94,40.13,75.65,19.47,2.483,73
32861,-116.66,80.74,-118.66,40.13,75.49,19.5,2.483,71
32875,-116.4,80.81,-118.45,40.12,75.33,19.47,2.488,68
32889,-116.04,80.9,-118.17,40.07,75.17,19.38,2.483,63
32904,-115.81,80.97,-118.03,40.01,75.02,19.28,2.478,59
32918,-115.5,81.05,-117.78,39.99,74.89,19.21,2.478,56
32933,-115.16,81.13,-117.44,39.92,74.77,19.13,2.483,55
32947,-114.92,81.19,-117.14,39.84,74.67,19.07,2.483,58
32962,-114.76,81.24,-116.91,39.75,74.59,19.01,2.488,65
32976,-114.76,81.24,-116.91,39.66,74.5,18.97,2.483,66
32990,-114.54,81.28,-116.63,39.54,74.42,18.93,2.483,69
33004,-114.13,81.32,-116.12,39.43,74.35,18.91,2.483,65
33019,-113.8,81.36,-115.71,39.43,74.35,18.91,2.483,70
33033,-113.42,81.4,-115.26,39.35,74.29,18.9,2.483,66
33047,-113.42,81.4,-115.26,39.27,74.24,18.88,2.478,68
33061,-113.01,81.46,-114.82,39.21,74.19,18.85,2.483,67
33075,-112.67,81.51,-114.47,39.16,74.15,18.8,2.483,64
33090,-112.29,81.56,-114.12,39.16,74.15,18.8,2.483,59
33104,-111.92,81.61,-113.76,39.12,74.11,18.76,2.483,57
33118,-111.92,81.61,-113.76,39.07,74.07,18.71,2.488,54
33132,-111.65,81.65,-113.5,39.02,74.04,18.65,2.488,51
33146,-111.37,81.69,-113.24,39.04,74,18.62,2.483,50
33161,-111.22,81.73,-113.15,39.04,74,18.62,2.488,53
33175,-111.09,81.78,-113.05,39.08,73.97,18.63,2.483,51
33189,-111.09,81.78,-113.05,39.1,73.94,18.62,2.483,52
33203,-111.03,81.81,-113.02,39.14,73.92,18.61,2.488,50
33217,-110.97,81.83,-112.98,39.21,73.89,18.65,2.488,59
33232,-110.92,81.85,-112.97,39.21,73.89,18.65,2.488,58
33246,-110.94,81.87,-113.03,39.29,73.86,18.68,2.488,71
33260,-110.94,81.87,-113.03,39.41,73.82,18.75,2.488,68
33274,-110.86,81.91,-112.99,39.53,73.79,18.83,2.488,64
33288,-110.83,81.96,-113.02,39.66,73.76,18.91,2.483,61
33303,-110.87,82,-113.11,39.66,73.76,18.91,2.488,55
33317,-110.97,82.04,-113.26,39.8,73.73,19,2.483,57
33331,-110.97,82.04,-113.26,39.94,73.71,19.1,2.483,57
33345,-111.06,82.08,-113.4,40.09,73.69,19.19,2.483,52
33359,-111.14,82.12,-113.54,40.24,73.68,19.29,2.483,56
33374,-111.34,82.14,-113.78,40.24,73.68,19.29,2.488,52
33388,-111.57,82.16,-114.08,40.38,73.65,19.36,2.488,50
33402,-111.57,82.16,-114.08,40.54,73.63,19.42,2.483,48
33416,-111.74,82.17,-114.32,40.69,73.61,19.51,2.483,49
33430,-111.88,82.2,-114.52,40.83,73.58,19.61,2.483,49
33445,-112.11,82.22,-114.78,40.83,73.58,19.61,2.483,48
33459,-112.42,82.23,-115.09,40.95,73.56,19.71,2.478,50
33473,-112.42,82.23,-115.09,41.09,73.55,19.84,2.483,56
33487,-112.67,82.25,-115.32,41.21,73.54,19.96,2.483,52
33501,-112.79,82.26,-115.41,41.3,73.53,20.04,2.483,52
33516,-113.01,82.27,-115.59,41.3,73.53,20.04,2.483,51
33529,-113.21,82.27,-115.72,41.38,73.54,20.15,2.478,52
33544,-113.21,82.27,-115.72,41.47,73.53,20.28,2.478,53
33558,-113.38,82.27,-115.82,41.58,73.53,20.42,2.488,51
33572,-113.48,82.27,-115.87,41.63,73.53,20.51,2.483,51
33587,-113.59,82.27,-115.93,41.63,73.53,20.51,2.488,48
33601,-113.73,82.25,-116,41.66,73.54,20.59,2.483,48
33616,-113.84,82.25,-116.03,41.7,73.55,20.67,2.483,47
33630,-113.84,82.25,-116.03,41.74,73.55,20.79,2.483,53
33644,-113.96,82.25,-116.08,41.76,73.56,20.87,2.483,53
33659,-114.09,82.24,-116.13,41.76,73.56,20.87,2.488,52
33673,-114.17,82.22,-116.13,41.76,73.59,20.93,2.483,49
33687,-114.28,82.2,-116.19,41.78,73.61,20.98,2.483,52
33702,-114.28,82.2,-116.19,41.79,73.63,21.03,2.483,53
33716,-114.35,82.18,-116.21,41.8,73.65,21.08,2.483,51
33730,-114.37,82.17,-116.19,41.8,73.65,21.08,2.488,51
33744,-114.42,82.17,-116.22,41.84,73.66,21.15,2.483,50
33759,-114.34,82.16,-116.1,41.85,73.67,21.2,2.488,51
33774,-114.34,82.16,-116.1,41.89,73.69,21.29,2.483,50
33787,-114.34,82.15,-116.08,41.91,73.71,21.34,2.488,50
33802,-114.2,82.15,-115.94,41.91,73.71,21.34,2.488,51
33816,-114.12,82.14,-115.86,41.94,73.73,21.39,2.483,49
