TimeStamp,Roll1,Pitch1,Yaw1,Roll2,Pitch2,Yaw2,FRS,EMG1
71692,-60.52,85.5,-60.76,19.72,72.96,-2.8,2.346,62
71706,-63.69,84.98,-64.02,19.27,72.92,-3.22,2.351,65
71721,-66.25,84.45,-66.62,18.7,72.92,-3.81,2.356,68
71735,-66.25,84.45,-66.62,18.2,72.92,-4.39,2.361,70
71749,-68.29,83.92,-68.73,17.83,72.92,-4.81,2.366,63
71764,-69.8,83.41,-70.42,17.83,72.92,-4.81,2.37,59
71778,-71.4,82.92,-72.16,17.51,72.94,-5.17,2.375,54
71792,-73.61,82.49,-74.4,17.1,72.95,-5.6,2.38,51
71807,-73.61,82.49,-74.4,16.63,72.98,-6.12,2.38,48
71821,-75.56,82.05,-76.29,16.16,73.01,-6.69,2.385,52
71835,-76.57,81.61,-77.34,16.16,73.01,-6.69,2.385,49
71849,-77.91,81.21,-78.85,15.85,73.04,-7.13,2.395,47
71864,-78.75,80.83,-79.93,15.67,73.04,-7.41,2.4,46
71878,-78.75,80.83,-79.93,15.56,73.04,-7.56,2.4,45
71892,-79.41,80.43,-80.73,15.34,73.04,-7.79,2.405,42
71907,-80.18,80.01,-81.5,15.34,73.04,-7.79,2.4,40
71921,-81.13,79.59,-82.33,14.96,73.03,-8.18,2.395,41
71935,-81.96,79.19,-83.04,14.61,73.03,-8.51,2.395,44
71950,-81.96,79.19,-83.04,14.4,73.03,-8.74,2.39,43
71964,-82.59,78.8,-83.57,14.26,73.01,-8.94,2.385,44
71978,-83.35,78.4,-84.31,14.26,73.01,-8.94,2.385,54
71992,-84.09,78.04,-85.08,14.18,72.95,-9.07,2.38,62
72007,-84.68,77.71,-85.77,14.16,72.88,-9.12,2.375,54
72022,-85.16,77.44,-86.35,14.14,72.8,-9.19,2.375,48
72037,-85.16,77.44,-86.35,14.12,72.74,-9.26,2.375,51
72051,-85.26,77.21,-86.53,14.11,72.68,-9.35,2.375,47
72066,-85.2,77.04,-86.59,14.11,72.68,-9.35,2.38,44
72080,-85.26,76.91,-86.79,14.18,72.63,-9.36,2.38,45
72095,-85.35,76.84,-87.02,14.24,72.59,-9.4,2.39,44
72110,-85.35,76.84,-87.02,14.36,72.55,-9.36,2.395,43
72124,-85.09,76.81,-86.98,14.46,72.54,-9.33,2.4,43
72139,-84.6,76.81,-86.7,14.47,72.52,-9.44,2.405,42
72154,-84.42,76.79,-86.7,14.47,72.52,-9.44,2.414,41
72168,-84.36,76.77,-86.86,14.5,72.5,-9.56,2.419,40
72183,-84.31,76.78,-87.05,14.53,72.48,-9.66,2.424,40
72198,-84.31,76.78,-87.05,14.54,72.46,-9.73,2.424,40
72212,-84.29,76.8,-87.23,14.49,72.45,-9.84,2.429,40
72227,-84.04,76.81,-87.13,14.49,72.45,-9.84,2.429,41
72241,-83.71,76.81,-86.95,14.47,72.46,-9.95,2.434,40
72256,-83.6,76.82,-86.95,14.46,72.45,-10.03,2.439,56
72271,-83.6,76.84,-87.01,14.47,72.45,-10.05,2.439,52
72285,-83.6,76.84,-87.01,14.44,72.46,-10.11,2.439,49
72300,-83.78,76.83,-87.18,14.42,72.46,-10.15,2.444,51
72314,-84.01,76.8,-87.39,14.42,72.46,-10.15,2.444,47
72329,-84.1,76.77,-87.46,14.4,72.47,-10.17,2.444,46
72343,-84.11,76.76,-87.44,14.42,72.49,-10.14,2.444,45
72358,-84.27,76.77,-87.61,14.44,72.5,-10.13,2.444,44
72373,-84.27,76.77,-87.61,14.47,72.5,-10.13,2.444,52
72387,-84.46,76.76,-87.82,14.47,72.5,-10.13,2.444,54
72402,-84.44,76.74,-87.86,14.48,72.5,-10.14,2.444,50
72416,-84.39,76.73,-87.83,14.51,72.5,-10.12,2.449,45
72431,-84.47,76.74,-87.91,14.56,72.51,-10.11,2.444,43
72446,-84.47,76.74,-87.91,14.6,72.51,-10.1,2.444,41
72461,-84.64,76.74,-88.1,14.67,72.51,-10.09,2.449,41
72475,-84.83,76.75,-88.33,14.67,72.51,-10.09,2.444,40
72490,-84.93,76.77,-88.48,14.72,72.51,-10.06,2.449,39
72504,-84.86,76.78,-88.45,14.78,72.52,-10.03,2.449,40
72519,-84.84,76.79,-88.44,14.81,72.52,-10.01,2.449,40
72534,-84.84,76.79,-88.44,14.84,72.53,-10.02,2.444,39
72548,-84.9,76.78,-88.52,14.89,72.53,-9.99,2.449,40
72563,-84.99,76.78,-88.64,14.89,72.53,-9.99,2.449,39
72577,-85.05,76.79,-88.74,14.97,72.53,-9.95,2.449,40
72592,-85.08,76.81,-88.76,15.04,72.53,-9.9,2.449,41
72607,-85.1,76.81,-88.77,15.1,72.54,-9.85,2.449,40
72622,-85.1,76.81,-88.77,15.16,72.55,-9.8,2.449,39
72636,-85.23,76.81,-88.85,15.16,72.55,-9.8,2.449,40
72650,-85.23,76.81,-88.84,15.22,72.55,-9.76,2.454,40
72665,-85.19,76.81,-88.81,15.31,72.56,-9.69,2.449,40
72680,-85.22,76.81,-88.86,15.38,72.55,-9.63,2.449,40
72695,-85.36,76.82,-89,15.45,72.55,-9.58,2.449,38
72710,-85.36,76.82,-89,15.54,72.55,-9.5,2.449,38
72724,-85.5,76.84,-89.14,15.54,72.55,-9.5,2.454,38
72738,-85.5,76.88,-89.15,15.64,72.56,-9.42,2.454,39
72753,-85.51,76.9,-89.19,15.73,72.56,-9.35,2.449,40
72768,-85.63,76.9,-89.31,15.8,72.56,-9.3,2.454,39
72783,-85.63,76.9,-89.31,15.89,72.56,-9.24,2.454,40
72797,-85.77,76.9,-89.49,16,72.55,-9.17,2.454,40
72812,-85.89,76.91,-89.64,16,72.55,-9.17,2.454,39
72826,-85.89,76.92,-89.68,16.11,72.54,-9.1,2.454,41
72841,-86.04,76.92,-89.85,16.2,72.53,-9.04,2.449,41
72856,-86.28,76.92,-90.12,16.28,72.53,-8.99,2.454,40
72871,-86.28,76.92,-90.12,16.35,72.53,-8.94,2.454,40
72885,-86.36,76.93,-90.21,16.35,72.53,-8.94,2.454,39
72899,-86.24,76.94,-90.11,16.43,72.53,-8.87,2.454,39
72914,-86.18,76.96,-90.04,16.49,72.53,-8.83,2.454,39
72929,-86.24,76.96,-90.11,16.54,72.54,-8.79,2.458,39
72943,-86.23,76.96,-90.12,16.6,72.54,-8.75,2.454,38
72958,-86.23,76.96,-90.12,16.62,72.54,-8.73,2.458,39
72972,-86.19,76.96,-90.08,16.62,72.54,-8.73,2.454,38
72987,-86.16,76.96,-90.05,16.65,72.54,-8.71,2.458,41
73002,-86.14,76.96,-90.04,16.66,72.54,-8.71,2.458,43
73016,-86.16,76.96,-90.08,16.68,72.53,-8.7,2.458,42
73031,-86.16,76.96,-90.08,16.69,72.52,-8.7,2.458,40
73045,-86.14,76.95,-90.07,16.69,72.52,-8.69,2.454,39
73060,-86.08,76.95,-90.01,16.69,72.52,-8.69,2.458,38
73075,-85.95,76.95,-89.87,16.7,72.52,-8.67,2.463,37
73089,-85.93,76.95,-89.83,16.7,72.53,-8.68,2.458,37
73104,-85.98,76.94,-89.84,16.67,72.52,-8.7,2.458,37
73119,-85.98,76.94,-89.84,16.64,72.52,-8.74,2.458,40
73133,-86.05,76.93,-89.89,16.64,72.52,-8.74,2.458,41
73147,-85.99,76.93,-89.83,16.63,72.52,-8.74,2.463,40
73162,-85.84,76.93,-89.68,16.64,72.51,-8.73,2.463,40
73177,-85.81,76.93,-89.66,16.63,72.51,-8.75,2.458,41
73192,-85.77,76.92,-89.65,16.64,72.5,-8.76,2.463,41
73207,-85.77,76.92,-89.65,16.67,72.49,-8.77,2.463,39
73221,-85.74,76.93,-89.67,16.67,72.49,-8.77,2.463,38
73235,-85.79,76.94,-89.76,16.67,72.47,-8.8,2.463,38
73250,-85.83,76.96,-89.85,16.7,72.45,-8.81,2.463,40
73265,-85.74,76.98,-89.79,16.74,72.44,-8.81,2.463,39
73280,-85.6,76.99,-89.7,16.77,72.43,-8.81,2.468,40
73295,-85.6,76.99,-89.7,16.77,72.43,-8.81,2.463,41
73308,-85.54,77.01,-89.68,16.81,72.41,-8.82,2.463,45
73323,-85.53,77.02,-89.73,16.85,72.4,-8.81,2.468,48
73338,-85.55,77.03,-89.79,16.88,72.38,-8.82,2.463,45
73353,-85.5,77.04,-89.78,16.91,72.37,-8.81,2.463,43
73368,-85.5,77.04,-89.78,16.93,72.36,-8.81,2.463,43
73423,-85.51,77.05,-89.8,16.93,72.35,-8.83,2.463,41
73438,-85.5,77.05,-89.81,16.95,72.35,-8.85,2.463,41
73453,-85.45,77.05,-89.8,16.98,72.33,-8.87,2.463,40
73468,-85.46,77.05,-89.86,17,72.33,-8.87,2.463,43
73482,-85.53,77.06,-89.97,17.01,72.32,-8.88,2.463,46
73497,-85.55,77.06,-90.01,17.01,72.32,-8.88,2.468,49
73512,-85.6,77.06,-90.06,17.02,72.32,-8.88,2.463,52
73526,-85.6,77.05,-90.06,17.02,72.32,-8.89,2.463,61
73541,-85.59,77.05,-90.06,17.03,72.31,-8.91,2.463,63
73556,-85.61,77.04,-90.1,17.04,72.31,-8.91,2.468,60
73571,-85.65,77.04,-90.14,17.03,72.3,-8.9,2.468,54
73585,-85.63,77.04,-90.12,17.01,72.31,-8.9,2.468,52
73600,-85.56,77.03,-90.01,17.01,72.3,-8.9,2.463,51
73615,-85.58,77.02,-89.99,17,72.3,-8.9,2.468,49
73629,-85.68,77.02,-90.09,17,72.3,-8.9,2.463,45
73644,-85.63,77.02,-90.05,17.03,72.3,-8.88,2.468,42
73658,-85.64,77.03,-90.04,17.04,72.3,-8.87,2.468,41
73673,-85.63,77.03,-90.02,17.05,72.29,-8.86,2.463,39
73688,-85.62,77.04,-89.99,17.07,72.29,-8.83,2.463,39
73702,-85.62,77.04,-89.99,17.07,72.29,-8.83,2.468,38
73716,-85.63,77.04,-89.98,17.11,72.29,-8.78,2.468,38
73731,-85.64,77.05,-89.97,17.17,72.28,-8.72,2.463,37
73745,-85.56,77.07,-89.89,17.24,72.28,-8.65,2.463,37
73760,-85.56,77.09,-89.89,17.29,72.27,-8.61,2.468,38
73775,-85.56,77.09,-89.89,17.29,72.27,-8.61,2.463,47
73788,-85.64,77.1,-89.97,17.36,72.27,-8.55,2.468,45
73803,-85.67,77.12,-89.99,17.44,72.26,-8.47,2.468,44
73818,-85.59,77.15,-89.91,17.51,72.25,-8.4,2.468,42
73832,-85.54,77.18,-89.86,17.59,72.24,-8.31,2.468,40
73847,-85.49,77.22,-89.81,17.68,72.24,-8.23,2.468,39
73862,-85.49,77.22,-89.81,17.68,72.24,-8.23,2.468,38
73875,-85.52,77.25,-89.84,17.77,72.23,-8.14,2.468,45
73890,-85.58,77.28,-89.9,17.88,72.22,-8.05,2.463,48
73905,-85.59,77.31,-89.91,17.98,72.19,-7.96,2.468,52
73919,-85.57,77.35,-89.88,18.07,72.17,-7.86,2.468,49
73934,-85.57,77.35,-89.88,18.07,72.17,-7.86,2.463,45
73948,-85.59,77.4,-89.9,18.19,72.15,-7.73,2.468,42
73962,-85.57,77.48,-89.89,18.31,72.12,-7.58,2.468,41
73977,-85.46,77.57,-89.77,18.45,72.1,-7.41,2.468,42
73992,-85.29,77.65,-89.58,18.6,72.08,-7.23,2.468,43
74007,-85.09,77.77,-89.33,18.75,72.04,-7.02,2.468,43
74021,-85.09,77.77,-89.33,18.75,72.04,-7.02,2.468,42
74035,-84.79,77.95,-88.98,18.95,72.01,-6.74,2.478,40
74050,-84.31,78.17,-88.47,19.19,72,-6.41,2.488,39
74064,-83.82,78.41,-87.92,19.42,71.99,-6.08,2.488,38
74079,-83.4,78.69,-87.42,19.66,71.99,-5.75,2.502,39
74094,-83.4,78.69,-87.42,19.66,71.99,-5.75,2.507,39
74107,-82.81,79.01,-86.77,19.99,72,-5.32,2.517,38
74122,-81.89,79.37,-85.83,20.4,72.01,-4.81,2.527,37
74137,-81.16,79.76,-85.05,20.82,72.01,-4.29,2.532,37
74151,-80.46,80.18,-84.28,21.23,71.99,-3.76,2.542,35
74166,-79.65,80.68,-83.43,21.68,71.99,-3.19,2.546,37
74181,-79.65,80.68,-83.43,21.68,71.99,-3.19,2.551,37
74194,-78.71,81.25,-82.47,22.14,72,-2.65,2.551,37
74209,-78.12,81.91,-81.86,22.59,72,-2.15,2.561,42
74224,-76.98,82.61,-80.83,23.11,72.03,-1.52,2.566,44
74238,-75.67,83.31,-79.67,23.66,72.08,-0.77,2.571,42
74253,-75.67,83.31,-79.67,23.66,72.08,-0.77,2.586,39
74267,-74.74,84,-78.84,24.14,72.11,-0.14,2.595,38
74282,-74.08,84.8,-78.12,24.48,72.13,0.27,2.6,38
74297,-71.15,85.73,-75.1,24.58,72.19,0.43,2.605,36
74312,-64.16,86.7,-68.03,24.52,72.32,0.55,2.615,36
74326,-52.02,87.62,-55.63,24.47,72.45,0.89,2.62,36
74341,-52.02,87.62,-55.63,24.47,72.45,0.89,2.62,38
74355,-27.68,88.4,-31.04,24.25,72.64,1.19,2.625,38
74370,11.33,88.55,8.23,23.73,72.91,1.12,2.615,42
74385,37.61,87.97,34.87,23.19,73.2,0.97,2.61,41
74399,49.82,87.17,47.47,22.68,73.48,0.72,2.605,40
74414,57.45,86.38,55.5,22.68,73.48,0.72,2.595,40
74429,57.45,86.38,55.5,22.13,73.72,0.21,2.586,39
74443,62.83,85.61,61.17,21.48,73.95,-0.54,2.571,37
74458,64.41,84.76,63.09,20.98,74.19,-1.04,2.551,38
74472,65.47,83.88,64.67,20.68,74.37,-1.13,2.498,42
74487,66.94,82.98,66.64,20.41,74.59,-1.18,2.483,41
74502,67.31,82.13,67.49,20.41,74.59,-1.18,2.434,39
74516,67.31,82.13,67.49,20.07,74.85,-1.39,2.395,38
74531,68.24,81.4,68.81,19.67,75.03,-1.67,2.356,37
74545,69.55,80.7,70.39,19.27,75.21,-2.04,2.317,42
74560,69.26,79.92,70.32,18.91,75.43,-2.54,2.258,40
74575,68.39,79.08,69.89,18.8,75.6,-2.71,2.16,39
74590,68.39,79.08,69.89,18.8,75.6,-2.71,2.175,39
74604,68.2,78.22,70.04,19.02,75.77,-2.39,2.199,40
74618,68.13,77.32,70.12,19.14,75.96,-2.21,2.19,38
74633,68.2,76.41,70.27,18.89,76.17,-2.51,2.18,38
74648,68.46,75.54,70.62,18.73,76.39,-2.82,2.175,39
74663,68.45,74.65,70.78,18.73,76.39,-2.82,2.165,41
74677,68.45,74.65,70.78,18.95,76.56,-2.62,2.16,39
74691,68.71,73.73,71.16,19.37,76.77,-2.09,2.155,39
74706,69.47,72.86,71.89,19.69,76.99,-1.75,2.043,40
74721,70.34,72.05,72.64,19.62,77.21,-2.05,2.019,41
74736,70.84,71.24,73.09,19.79,77.41,-2.09,2.004,40
74751,71,70.32,73.4,19.79,77.41,-2.09,2.019,44
74765,71,70.32,73.4,20.49,77.6,-1.3,2.004,42
74779,71.03,69.4,73.52,21.29,77.82,-0.34,2.009,45
74794,70.97,68.53,73.54,21.91,78.08,0.19,2.107,46
74809,70.98,67.71,73.53,22.41,78.3,0.36,2.107,47
74824,70.95,66.87,73.46,23.24,78.48,0.86,2.097,46
74839,71.12,66.01,73.49,23.24,78.48,0.86,2.092,44
74853,71.12,66.01,73.49,24.24,78.7,1.65,2.082,45
74867,71.25,65.18,73.46,25.33,78.98,2.42,2.048,44
74882,71.3,64.32,73.38,26.46,79.16,3.19,2.063,44
74897,71.39,63.46,73.28,27.61,79.34,4.16,2.058,49
74912,71.54,62.59,73.25,27.61,79.34,4.16,2.053,47
74926,71.54,62.59,73.25,28.68,79.59,5.14,2.048,45
74940,71.49,61.73,73.14,29.51,79.82,5.8,2.043,45
74955,71.48,60.86,73.08,30.44,80.01,6.56,2.038,48
74970,71.39,59.96,73.08,31.53,80.13,7.66,2.038,45
74985,71.36,59.09,73.06,32.39,80.27,8.6,2.038,46
74999,71.28,58.25,72.99,32.39,80.27,8.6,2.033,48
75014,71.28,58.25,72.99,33.28,80.44,9.47,2.028,49
75028,71.22,57.44,72.89,34.06,80.53,10.14,2.023,49
75043,70.8,56.59,72.49,34.77,80.67,10.69,2.019,47
75057,70.31,55.75,72.05,35.56,80.75,11.34,2.014,45
75072,70.03,54.96,71.68,35.56,80.75,11.34,2.009,50
75086,69.9,54.24,71.36,36.62,80.81,12.26,2.009,52
75101,69.9,54.24,71.36,37.7,80.89,13.12,2.004,51
75116,69.75,53.55,70.99,38.6,80.94,13.66,1.999,52
75130,69.42,52.85,70.49,40.01,80.95,14.61,1.999,48
75145,69.05,52.17,70.01,41.53,80.88,15.94,1.999,47
75160,68.84,51.57,69.64,41.53,80.88,15.94,1.994,51
75174,68.84,51.57,69.64,43.18,80.86,17.5,1.994,53
75189,68.7,51.01,69.34,44.47,80.87,18.69,1.994,56
75204,68.58,50.52,69.04,45.61,80.86,19.68,1.989,54
75218,68.35,50.01,68.67,46.64,80.83,20.59,1.989,57
75233,67.99,49.49,68.3,47.5,80.75,21.47,1.989,78
75248,67.7,49.02,68.03,47.5,80.75,21.47,1.984,85
75262,67.7,49.02,68.03,48.38,80.66,22.46,1.984,87
75277,67.36,48.6,67.82,49.1,80.59,23.28,1.984,81
75292,66.87,48.23,67.53,49.69,80.53,23.96,1.979,86
75306,66.34,47.87,67.2,50.31,80.43,24.65,1.975,85
75321,65.92,47.54,66.95,50.31,80.43,24.65,1.975,79
75335,65.57,47.22,66.74,50.86,80.34,25.27,1.97,73
75350,65.57,47.22,66.74,51.51,80.27,26.02,1.965,71
75365,65.25,46.92,66.59,52.15,80.21,26.82,1.965,67
75379,64.86,46.61,66.45,52.92,80.1,27.82,1.955,59
75394,64.46,46.32,66.35,53.58,80.01,28.72,1.95,65
75409,64.11,46.08,66.28,53.58,80.01,28.72,1.945,71
75423,63.73,45.85,66.17,53.98,79.92,29.27,1.94,67
75438,63.73,45.85,66.17,54.3,79.83,29.67,1.935,61
75452,63.32,45.63,65.98,54.62,79.76,30.08,1.935,56
75467,63,45.45,65.86,54.79,79.72,30.32,1.931,50
75482,62.74,45.3,65.76,54.88,79.69,30.43,1.926,47
75497,62.53,45.15,65.68,54.88,79.69,30.43,1.926,44
75511,62.53,45.15,65.68,54.95,79.67,30.54,1.926,42
75525,62.34,44.99,65.6,55,79.65,30.63,1.926,41
75540,62.18,44.85,65.54,55.1,79.62,30.78,1.921,42
75555,61.95,44.7,65.42,55.4,79.54,31.13,1.921,42
75570,61.7,44.58,65.28,55.4,79.54,31.13,1.916,40
75584,61.49,44.47,65.17,55.67,79.48,31.47,1.911,40
75599,61.49,44.47,65.17,55.89,79.41,31.78,1.911,39
75613,61.38,44.41,65.12,56.12,79.35,32.09,1.911,38
75628,61.36,44.38,65.13,56.33,79.3,32.35,1.916,38
75643,61.4,44.38,65.17,56.43,79.26,32.49,1.916,39
75658,61.43,44.34,65.2,56.43,79.26,32.49,1.921,38
75672,61.46,44.28,65.2,56.51,79.18,32.58,1.916,39
75687,61.46,44.28,65.2,56.72,79.09,32.79,1.921,38
75701,61.44,44.2,65.19,56.96,79,33.03,1.921,38
75716,61.43,44.14,65.17,57.16,78.91,33.23,1.921,38
75731,61.42,44.1,65.18,57.42,78.83,33.5,1.926,37
75745,61.44,44.07,65.21,57.42,78.83,33.5,1.926,37
75760,61.48,44.04,65.27,57.66,78.75,33.8,1.926,37
75774,61.48,44.04,65.27,57.86,78.66,34.04,1.931,37
75789,61.58,44.02,65.34,58.12,78.58,34.3,1.931,37
75804,61.67,43.98,65.39,58.35,78.5,34.51,1.935,38
75818,61.77,43.94,65.44,58.35,78.5,34.51,1.935,37
75831,61.85,43.89,65.47,58.56,78.43,34.69,1.935,36
75846,61.85,43.89,65.47,58.8,78.35,34.93,1.945,36
75860,61.88,43.85,65.48,59.01,78.27,35.17,1.945,36
75875,61.9,43.83,65.5,59.21,78.2,35.4,1.945,36
75890,61.89,43.79,65.5,59.21,78.2,35.4,1.95,36
75904,61.85,43.75,65.47,59.35,78.13,35.57,1.95,36
75919,61.85,43.75,65.47,59.5,78.05,35.73,1.95,35
75933,61.81,43.7,65.46,59.67,77.96,35.91,1.95,35
75948,61.78,43.63,65.47,59.85,77.85,36.09,1.95,36
75963,61.84,43.52,65.55,60.03,77.73,36.24,1.95,35
75977,62.08,43.42,65.7,60.03,77.73,36.24,1.95,35
75992,62.5,43.37,65.88,60.18,77.63,36.29,1.955,35
76007,62.5,43.37,65.88,60.28,77.56,36.23,1.96,35
76021,62.89,43.36,65.96,60.38,77.52,36.19,1.97,36
76036,63.09,43.37,65.91,60.55,77.49,36.3,1.975,35
76050,63.08,43.4,65.79,60.72,77.47,36.51,1.984,36
76065,62.95,43.43,65.67,60.72,77.47,36.51,1.984,37
76080,62.75,43.45,65.57,60.91,77.46,36.81,1.984,37
76094,62.75,43.45,65.57,61.13,77.46,37.13,1.979,36
76109,62.56,43.42,65.51,61.3,77.46,37.37,1.979,36
76185,62.44,43.39,65.51,61.47,77.48,37.55,1.979,35
76201,62.43,43.36,65.55,61.59,77.52,37.68,1.979,35
76216,62.51,43.33,65.6,61.66,77.56,37.73,1.984,36
76230,62.66,43.33,65.69,61.68,77.59,37.75,1.984,37
76245,62.78,43.33,65.76,61.69,77.63,37.76,1.984,35
76260,62.82,43.34,65.79,61.67,77.65,37.74,1.984,36
76274,62.8,43.35,65.79,61.66,77.67,37.73,1.979,35
76289,62.76,43.36,65.78,61.71,77.69,37.78,1.979,35
76304,62.71,43.36,65.77,61.77,77.7,37.83,1.984,35
76319,62.66,43.36,65.75,61.77,77.7,37.85,1.979,34
76333,62.62,43.35,65.74,61.79,77.68,37.88,1.979,35
76348,62.62,43.34,65.74,61.79,77.67,37.88,1.984,35
76363,62.62,43.35,65.74,61.81,77.65,37.89,1.979,35
76377,62.63,43.34,65.75,61.77,77.64,37.85,1.979,35
76392,62.65,43.33,65.78,61.76,77.63,37.82,1.984,35
76407,62.68,43.32,65.8,61.75,77.61,37.79,1.984,35
76422,62.69,43.31,65.82,61.77,77.6,37.81,1.989,35
76436,62.7,43.3,65.83,61.73,77.58,37.77,1.984,35
76451,62.71,43.29,65.84,61.73,77.57,37.77,1.984,35
76466,62.71,43.28,65.84,61.69,77.56,37.72,1.994,35
76480,62.71,43.27,65.83,61.7,77.55,37.71,1.989,35
76495,62.72,43.26,65.81,61.68,77.54,37.68,1.989,35
76510,62.73,43.24,65.79,61.68,77.54,37.68,1.989,34
76524,62.72,43.23,65.78,61.68,77.54,37.67,1.994,35
76538,62.72,43.23,65.78,61.71,77.54,37.7,1.989,35
76553,62.71,43.23,65.76,61.71,77.54,37.7,1.989,34
76567,62.69,43.22,65.73,61.72,77.54,37.7,1.989,35
76582,62.68,43.22,65.7,61.72,77.54,37.7,1.989,35
76596,62.67,43.21,65.66,61.72,77.53,37.68,1.989,35
76617,62.68,43.21,65.64,61.69,77.54,37.64,1.989,35
76633,62.69,43.21,65.62,61.67,77.54,37.61,1.989,34
76648,62.7,43.2,65.63,61.63,77.54,37.56,1.994,35
76664,62.71,43.2,65.62,61.58,77.54,37.5,1.989,35
76680,62.71,43.2,65.62,61.55,77.53,37.47,1.989,35
76695,62.7,43.19,65.62,61.5,77.53,37.42,1.994,35
76710,62.69,43.19,65.62,61.46,77.53,37.37,1.994,35
76726,62.68,43.19,65.63,61.4,77.52,37.32,1.994,35
76742,62.67,43.19,65.62,61.4,77.52,37.32,1.994,35
76757,62.66,43.18,65.62,61.36,77.52,37.28,1.994,35
76773,62.67,43.19,65.62,61.33,77.51,37.25,1.999,35
76787,62.67,43.19,65.61,61.29,77.51,37.2,1.994,35
76801,62.67,43.19,65.61,61.25,77.51,37.16,1.994,35
76815,62.66,43.18,65.6,61.24,77.5,37.14,1.994,35
76830,62.66,43.18,65.59,61.24,77.5,37.14,1.999,36
76844,62.66,43.17,65.59,61.23,77.5,37.13,1.999,35
76858,62.66,43.17,65.58,61.2,77.5,37.1,1.999,34
76872,62.66,43.17,65.58,61.18,77.49,37.09,1.999,35
76886,62.66,43.17,65.6,61.15,77.48,37.06,1.994,35
76901,62.66,43.16,65.62,61.15,77.48,37.06,1.994,35
76914,62.66,43.15,65.65,61.06,77.45,36.99,1.999,35
76929,62.62,43.14,65.66,60.95,77.42,36.88,1.999,35
76943,62.62,43.14,65.66,60.79,77.38,36.73,2.004,33
76957,62.58,43.13,65.68,60.67,77.34,36.6,1.999,35
76972,62.53,43.13,65.7,60.67,77.34,36.6,2.004,35
76986,62.49,43.14,65.73,60.53,77.3,36.47,2.004,35
77001,62.43,43.15,65.77,60.36,77.27,36.31,2.004,35
77015,62.43,43.15,65.77,60.2,77.23,36.16,2.004,35
77029,62.39,43.15,65.81,60.08,77.18,36.06,1.999,34
77044,62.34,43.15,65.86,60.08,77.18,36.06,2.009,35
77058,62.29,43.13,65.9,59.96,77.13,35.93,2.009,35
77072,62.25,43.13,65.94,59.8,77.09,35.75,2.004,35
77087,62.25,43.13,65.94,59.64,77.05,35.59,2.009,35
77101,62.19,43.12,65.97,59.48,76.99,35.43,2.009,35
77115,62.14,43.11,66,59.48,76.99,35.43,2.009,35
77129,62.03,43.07,65.98,59.35,76.94,35.31,2.014,35
77144,61.85,43.01,65.92,59.23,76.87,35.18,2.014,35
77159,61.85,43.01,65.92,59.18,76.78,35.1,2.014,35
77173,61.64,42.95,65.8,59.21,76.71,35.03,2.009,35
77187,61.47,42.93,65.65,59.21,76.71,35.03,2.014,35
77201,61.25,42.92,65.46,59.23,76.64,34.9,2.009,35
77216,61,42.93,65.29,59.26,76.55,34.82,2.009,36
77230,60.73,42.95,65.14,59.02,76.28,34.63,2.004,36
77245,60.73,42.95,65.14,59.16,76.18,34.76,2.004,36
77259,60.54,42.97,65.04,59.16,76.18,34.76,1.994,35
77273,60.4,43.01,64.95,59.24,76.1,34.77,1.994,35
77287,60.28,43.03,64.83,59.27,76.07,34.72,1.999,35
77302,60.24,43.04,64.75,59.23,76.07,34.63,1.994,35
77316,60.24,43.04,64.75,59.17,76.12,34.51,1.999,36
77330,60.23,43.06,64.67,59.17,76.12,34.51,1.999,35
77344,60.2,43.05,64.58,59.11,76.19,34.4,1.999,35
77359,60.23,43.07,64.52,59.01,76.27,34.29,1.999,35
77373,60.33,43.12,64.52,58.9,76.37,34.22,1.999,35
77388,60.33,43.12,64.52,58.79,76.5,34.19,2.004,35
77402,60.48,43.19,64.53,58.64,76.67,34.14,2.004,35
77416,60.82,43.34,64.65,58.64,76.67,34.14,2.004,36
77430,61.23,43.54,64.82,58.38,76.87,34,2.004,36
77445,61.88,43.85,65.04,58.03,77.11,33.72,2.014,36
77459,61.88,43.85,65.04,57.68,77.32,33.41,2.019,38
77473,62.58,44.2,65.23,57.24,77.47,32.99,2.023,37
77488,63.41,44.65,65.47,57.24,77.47,32.99,2.028,37
77502,64.23,45.19,65.68,56.92,77.64,32.64,2.033,37
77516,65,45.8,65.82,56.52,77.83,32.17,2.038,39
77531,65.81,46.53,66.1,55.89,78,31.54,2.048,38
77546,65.81,46.53,66.1,55.07,78.21,30.75,2.058,38
77560,66.46,47.3,66.31,55.07,78.21,30.75,2.067,38
77573,66.89,48.08,66.47,53.9,78.45,29.47,2.072,37
77588,67.09,48.88,66.53,52.41,78.67,27.82,2.082,38
77603,67.2,49.74,66.6,50.56,78.87,25.85,2.092,38
77617,67.2,49.74,66.6,48.55,79.09,23.68,2.097,38
77631,67.21,50.64,66.62,48.55,79.09,23.68,2.102,38
77645,67.12,51.56,66.61,46.43,79.23,21.46,2.111,37
77660,66.86,52.48,66.5,44.49,79.32,19.51,2.116,37
77674,66.52,53.39,66.31,42.58,79.39,17.61,2.121,36
77689,66.52,53.39,66.31,40.81,79.41,15.79,2.121,36
77703,66.27,54.35,66.11,40.81,79.41,15.79,2.126,36
77717,66.1,55.31,65.9,39.31,79.37,14.19,2.131,35
