Roll1,Pitch1,Yaw1,Roll2,Pitch2,Yaw2,FRS,EMG1,Activity
-87.06,79.64,-81.48,-32.27,69.44,-28.07,2.546,36,standing
-87.06,79.64,-81.48,-32.27,69.44,-28.07,2.546,37,standing
-87.22,79.64,-81.66,-32.29,69.46,-28.09,2.546,36,standing
-87.41,79.65,-81.85,-32.32,69.47,-28.13,2.546,36,standing
-87.54,79.66,-81.97,-32.37,69.49,-28.17,2.546,38,standing
-87.71,79.66,-82.14,-32.41,69.51,-28.21,2.546,38,standing
-87.71,79.66,-82.14,-32.46,69.53,-28.25,2.546,37,standing
-87.89,79.66,-82.31,-32.46,69.53,-28.25,2.546,37,standing
-88.05,79.66,-82.47,-32.51,69.54,-28.3,2.546,37,standing
-88.18,79.66,-82.59,-32.55,69.56,-28.34,2.546,36,standing
-88.31,79.66,-82.72,-32.6,69.58,-28.38,2.546,36,standing
-88.31,79.66,-82.72,-32.66,69.61,-28.44,2.546,36,standing
-88.47,79.66,-82.88,-32.66,69.61,-28.44,2.546,37,standing
-88.63,79.66,-83.04,-32.71,69.62,-28.49,2.546,38,standing
-88.79,79.66,-83.2,-32.75,69.64,-28.53,2.546,38,standing
-88.96,79.66,-83.36,-32.79,69.67,-28.57,2.546,37,standing
-88.96,79.66,-83.36,-32.83,69.69,-28.61,2.546,37,standing
-89.12,79.66,-83.52,-32.83,69.69,-28.61,2.546,37,standing
-89.28,79.66,-83.68,-32.88,69.7,-28.65,2.546,39,standing
-89.44,79.66,-83.84,-32.92,69.72,-28.69,2.546,38,standing
-89.6,79.66,-84,-32.96,69.74,-28.73,2.546,38,standing
-89.78,79.66,-84.16,-33,69.76,-28.77,2.546,37,standing
-89.78,79.66,-84.16,-33,69.76,-28.77,2.546,37,standing
-89.93,79.66,-84.31,-33.04,69.77,-28.8,2.546,39,standing
-90.11,79.66,-84.49,-33.08,69.79,-28.84,2.546,39,standing
-90.26,79.66,-84.65,-33.12,69.81,-28.88,2.546,38,standing
-90.41,79.66,-84.81,-33.16,69.82,-28.92,2.546,37,standing
-90.41,79.66,-84.81,-33.16,69.82,-28.92,2.546,36,standing
-90.58,79.65,-84.98,-33.2,69.84,-28.96,2.542,37,standing
-90.76,79.66,-85.16,-33.26,69.85,-29.01,2.546,36,standing
-90.91,79.66,-85.31,-33.3,69.87,-29.05,2.546,37,standing
-91.07,79.66,-85.47,-33.34,69.89,-29.09,2.542,36,standing
-91.07,79.66,-85.47,-33.34,69.89,-29.09,2.546,36,standing
-91.21,79.67,-85.61,-33.39,69.91,-29.14,2.546,37,standing
-91.37,79.66,-85.77,-33.44,69.93,-29.18,2.542,36,standing
-91.52,79.66,-85.91,-33.48,69.95,-29.22,2.546,37,standing
-91.7,79.66,-86.09,-33.52,69.96,-29.26,2.546,36,standing
-91.7,79.66,-86.09,-33.52,69.96,-29.26,2.542,36,standing
-91.88,79.65,-86.27,-33.56,69.97,-29.3,2.546,37,standing
-92.02,79.65,-86.41,-33.6,69.98,-29.34,2.546,36,standing
-92.18,79.65,-86.56,-33.66,70,-29.39,2.546,37,standing
-92.33,79.65,-86.71,-33.7,70.01,-29.43,2.546,37,standing
-92.33,79.65,-86.71,-33.74,70.03,-29.47,2.546,37,standing
-92.47,79.64,-86.84,-33.74,70.03,-29.47,2.546,38,standing
-92.61,79.64,-86.99,-33.79,70.04,-29.51,2.546,38,standing
-92.76,79.64,-87.12,-33.81,70.06,-29.53,2.546,38,standing
-92.91,79.64,-87.27,-33.86,70.07,-29.57,2.542,37,standing
-93.03,79.63,-87.39,-33.91,70.09,-29.63,2.546,37,standing
-93.03,79.63,-87.39,-33.91,70.09,-29.63,2.546,37,standing
-93.18,79.63,-87.53,-33.96,70.1,-29.68,2.546,38,standing
-93.29,79.63,-87.64,-34.02,70.13,-29.73,2.542,38,standing
-93.43,79.62,-87.77,-34.08,70.14,-29.79,2.546,38,standing
-93.57,79.62,-87.91,-34.12,70.15,-29.83,2.546,38,standing
-93.57,79.62,-87.91,-34.12,70.15,-29.83,2.546,38,standing
-93.71,79.62,-88.05,-34.17,70.17,-29.87,2.546,37,standing
-93.87,79.61,-88.21,-34.22,70.18,-29.92,2.546,37,standing
-94.02,79.61,-88.37,-34.25,70.2,-29.96,2.546,37,standing
-94.16,79.61,-88.5,-34.29,70.21,-30,2.546,37,standing
-94.16,79.61,-88.5,-34.29,70.21,-30,2.546,36,standing
-94.3,79.61,-88.64,-34.32,70.23,-30.04,2.546,37,standing
-94.44,79.61,-88.78,-34.36,70.23,-30.06,2.546,37,standing
-94.58,79.61,-88.91,-34.4,70.25,-30.1,2.542,37,standing
-94.75,79.6,-89.09,-34.44,70.26,-30.14,2.546,36,standing
-94.75,79.6,-89.09,-34.44,70.26,-30.14,2.542,36,standing
-94.89,79.6,-89.22,-34.46,70.28,-30.16,2.546,36,standing
-94.99,79.6,-89.32,-34.5,70.29,-30.2,2.542,35,standing
-95.13,79.61,-89.45,-34.53,70.31,-30.23,2.542,36,standing
-95.27,79.6,-89.58,-34.57,70.33,-30.27,2.546,36,standing
-95.41,79.6,-89.73,-34.57,70.33,-30.27,2.546,37,standing
-95.41,79.6,-89.73,-34.58,70.34,-30.28,2.542,37,standing
-95.57,79.6,-89.91,-34.61,70.36,-30.3,2.546,36,standing
-95.7,79.6,-90.04,-34.65,70.38,-30.34,2.542,37,standing
-95.84,79.59,-90.17,-34.69,70.39,-30.37,2.546,36,standing
-95.97,79.59,-90.3,-34.72,70.4,-30.4,2.546,36,standing
-95.97,79.59,-90.3,-34.72,70.4,-30.4,2.542,36,standing
-96.1,79.59,-90.43,-34.76,70.42,-30.44,2.542,36,standing
-96.24,79.59,-90.56,-34.8,70.43,-30.48,2.542,39,standing
-96.37,79.6,-90.68,-34.84,70.44,-30.51,2.542,38,standing
-96.49,79.6,-90.79,-34.89,70.45,-30.55,2.546,38,standing
-96.49,79.6,-90.79,-34.89,70.45,-30.55,2.542,38,standing
-96.62,79.6,-90.92,-34.92,70.47,-30.57,2.542,37,standing
-96.76,79.59,-91.05,-34.95,70.48,-30.61,2.546,39,standing
-96.89,79.59,-91.18,-34.99,70.49,-30.64,2.546,38,standing
-97.01,79.59,-91.3,-35.03,70.51,-30.68,2.546,37,standing
-97.01,79.59,-91.3,-35.03,70.51,-30.68,2.542,37,standing
-97.14,79.58,-91.44,-35.07,70.52,-30.72,2.542,36,standing
-97.24,79.58,-91.54,-35.11,70.54,-30.75,2.542,37,standing
-97.38,79.58,-91.68,-35.15,70.55,-30.79,2.542,37,standing
-97.51,79.57,-91.8,-35.18,70.56,-30.82,2.542,37,standing
-97.51,79.57,-91.8,-35.18,70.56,-30.82,2.546,36,standing
-97.64,79.57,-91.92,-35.22,70.58,-30.85,2.546,37,standing
-97.76,79.57,-92.05,-35.25,70.59,-30.88,2.542,37,standing
-97.89,79.57,-92.17,-35.29,70.61,-30.92,2.537,38,standing
-98.04,79.57,-92.32,-35.34,70.62,-30.96,2.542,37,standing
-98.16,79.57,-92.44,-35.34,70.62,-30.96,2.546,37,standing
-98.16,79.57,-92.44,-35.4,70.64,-31.02,2.542,36,standing
-98.29,79.56,-92.57,-35.44,70.65,-31.06,2.546,36,standing
-98.38,79.56,-92.66,-35.48,70.66,-31.09,2.546,36,standing
-98.51,79.56,-92.8,-35.51,70.68,-31.12,2.542,36,standing
-98.64,79.55,-92.92,-35.55,70.69,-31.16,2.542,36,standing
-98.64,79.55,-92.92,-35.55,70.69,-31.16,2.542,36,standing
-98.76,79.55,-93.04,-35.58,70.7,-31.19,2.542,36,standing
-98.87,79.55,-93.14,-35.61,70.72,-31.21,2.542,36,standing
-98.99,79.54,-93.26,-35.66,70.74,-31.25,2.546,37,standing
-99.11,79.53,-93.37,-35.71,70.75,-31.28,2.546,37,standing
-99.26,79.53,-93.51,-35.71,70.75,-31.28,2.546,38,standing
-99.26,79.53,-93.51,-35.78,70.77,-31.34,2.546,37,standing
-99.36,79.52,-93.6,-35.81,70.78,-31.38,2.546,36,standing
-99.47,79.51,-93.72,-35.85,70.79,-31.41,2.546,36,standing
-99.59,79.51,-93.83,-35.88,70.8,-31.44,2.546,36,standing
-99.72,79.51,-93.95,-35.92,70.82,-31.48,2.546,37,standing
-99.84,79.51,-94.07,-35.92,70.82,-31.48,2.542,37,standing
-99.84,79.51,-94.07,-35.95,70.83,-31.51,2.546,36,standing
-99.95,79.51,-94.18,-35.99,70.84,-31.54,2.542,36,standing
-100.04,79.5,-94.28,-36.02,70.86,-31.57,2.546,37,standing
-100.13,79.5,-94.37,-36.06,70.87,-31.61,2.542,37,standing
-100.25,79.49,-94.48,-36.06,70.87,-31.61,2.546,37,standing
-100.25,79.49,-94.48,-36.09,70.88,-31.64,2.542,37,standing
-100.39,79.49,-94.62,-36.13,70.89,-31.67,2.546,37,standing
-100.5,79.49,-94.73,-36.17,70.91,-31.71,2.546,36,standing
-100.62,79.49,-94.85,-36.21,70.92,-31.75,2.546,37,standing
-100.73,79.48,-94.96,-36.25,70.93,-31.78,2.542,36,standing
-100.85,79.48,-95.08,-36.25,70.93,-31.78,2.546,38,standing
-100.85,79.48,-95.08,-36.28,70.94,-31.82,2.542,37,standing
-100.97,79.47,-95.19,-36.31,70.95,-31.85,2.546,36,standing
-101.09,79.48,-95.31,-36.33,70.97,-31.86,2.546,36,standing
-101.22,79.47,-95.42,-36.36,70.98,-31.89,2.542,37,standing
-101.33,79.47,-95.53,-36.4,70.99,-31.92,2.542,38,standing
-101.45,79.46,-95.63,-36.4,70.99,-31.92,2.542,38,standing
-101.45,79.46,-95.63,-36.44,71,-31.95,2.546,37,standing
-101.55,79.44,-95.73,-36.47,71.01,-31.98,2.546,38,standing
-101.67,79.44,-95.83,-36.5,71.03,-32.01,2.542,38,standing
-101.74,79.44,-95.89,-36.55,71.04,-32.05,2.542,37,standing
-101.82,79.44,-95.96,-36.55,71.04,-32.05,2.542,37,standing
-101.82,79.44,-95.96,-36.6,71.04,-32.09,2.542,36,standing
-101.91,79.43,-96.04,-36.63,71.05,-32.12,2.542,36,standing
-101.99,79.43,-96.12,-36.67,71.07,-32.16,2.542,36,standing
-102.06,79.43,-96.18,-36.7,71.08,-32.19,2.542,36,standing
-102.14,79.42,-96.27,-36.76,71.09,-32.25,2.546,36,standing
-102.24,79.42,-96.37,-36.78,71.1,-32.28,2.546,37,standing
-102.33,79.42,-96.47,-36.82,71.11,-32.31,2.546,36,standing
-102.39,79.43,-96.53,-36.86,71.12,-32.35,2.546,39,standing
-102.49,79.43,-96.64,-36.89,71.13,-32.4,2.546,38,standing
-102.59,79.43,-96.74,-36.93,71.14,-32.43,2.546,37,standing
-102.68,79.43,-96.83,-36.94,71.15,-32.45,2.546,37,standing
-102.78,79.44,-96.94,-36.96,71.16,-32.47,2.546,36,standing
-102.89,79.44,-97.07,-36.99,71.17,-32.51,2.546,37,standing
-103.01,79.45,-97.19,-36.99,71.19,-32.51,2.546,37,standing
-103.1,79.45,-97.29,-37,71.2,-32.52,2.546,37,standing
-103.23,79.46,-97.43,-37.01,71.22,-32.53,2.546,36,standing
-103.31,79.46,-97.51,-37.01,71.23,-32.53,2.546,36,standing
-103.41,79.47,-97.61,-37.03,71.24,-32.56,2.546,36,standing
-103.51,79.47,-97.71,-37.06,71.25,-32.59,2.546,37,standing
-103.65,79.47,-97.84,-37.09,71.26,-32.61,2.546,37,standing
-103.76,79.47,-97.93,-37.09,71.26,-32.61,2.546,37,standing
-103.76,79.47,-97.93,-37.13,71.28,-32.64,2.546,40,standing
-103.88,79.47,-98.03,-37.18,71.29,-32.68,2.542,40,standing
-104,79.46,-98.14,-37.22,71.3,-32.7,2.546,39,standing
-104.08,79.45,-98.19,-37.26,71.31,-32.73,2.546,38,standing
-104.17,79.45,-98.27,-37.26,71.31,-32.73,2.546,37,standing
-104.17,79.45,-98.27,-37.29,71.32,-32.76,2.546,36,standing
-104.28,79.45,-98.36,-37.34,71.34,-32.79,2.546,36,standing
-104.38,79.45,-98.45,-37.38,71.35,-32.82,2.546,37,standing
-104.48,79.44,-98.53,-37.42,71.36,-32.84,2.546,37,standing
-104.6,79.43,-98.65,-37.42,71.36,-32.84,2.546,37,standing
-104.72,79.42,-98.76,-37.45,71.37,-32.87,2.546,37,standing
-104.72,79.42,-98.76,-37.48,71.38,-32.89,2.546,36,standing
-104.81,79.42,-98.86,-37.47,71.39,-32.89,2.546,36,standing
-104.91,79.41,-98.94,-37.5,71.4,-32.91,2.546,36,standing
-105,79.41,-99.04,-37.52,71.41,-32.94,2.546,36,standing
-105.1,79.4,-99.13,-37.52,71.41,-32.94,2.546,37,standing
-105.1,79.4,-99.13,-37.55,71.42,-32.97,2.542,36,standing
-105.19,79.4,-99.22,-37.58,71.43,-33,2.546,36,standing
-105.32,79.4,-99.36,-37.61,71.45,-33.03,2.546,36,standing
-105.42,79.39,-99.45,-37.64,71.46,-33.05,2.546,36,standing
-105.5,79.4,-99.54,-37.64,71.46,-33.05,2.546,36,standing
-105.6,79.39,-99.63,-37.67,71.47,-33.08,2.546,36,standing
-105.6,79.39,-99.63,-37.71,71.48,-33.12,2.551,37,standing
-105.67,79.39,-99.7,-37.74,71.49,-33.15,2.546,37,standing
-105.76,79.39,-99.79,-37.79,71.5,-33.19,2.546,38,standing
-105.85,79.39,-99.88,-37.79,71.5,-33.19,2.546,37,standing
-105.94,79.37,-99.95,-37.82,71.51,-33.22,2.546,36,standing
-105.94,79.37,-99.95,-37.86,71.52,-33.24,2.546,38,standing
-106.03,79.37,-100.03,-37.9,71.53,-33.27,2.551,37,standing
-106.09,79.37,-100.07,-37.94,71.54,-33.3,2.551,37,standing
-106.16,79.36,-100.12,-37.98,71.55,-33.33,2.551,36,standing
-106.24,79.36,-100.19,-37.98,71.55,-33.33,2.551,36,standing
-106.34,79.35,-100.27,-38.01,71.56,-33.35,2.546,36,standing
-106.34,79.35,-100.27,-38.04,71.57,-33.37,2.546,36,standing
-106.45,79.35,-100.37,-38.06,71.58,-33.38,2.546,36,standing
-106.51,79.35,-100.44,-38.07,71.59,-33.4,2.546,37,standing
-106.56,79.35,-100.5,-38.07,71.59,-33.4,2.551,37,standing
-106.62,79.36,-100.6,-38.07,71.61,-33.42,2.546,37,standing
-106.62,79.36,-100.6,-38.07,71.62,-33.44,2.546,37,standing
-106.69,79.36,-100.7,-38.06,71.64,-33.45,2.546,36,standing
-106.79,79.38,-100.83,-38.03,71.65,-33.44,2.546,36,standing
-106.89,79.39,-100.95,-38.03,71.65,-33.44,2.546,36,standing
-106.96,79.4,-101.04,-38.01,71.66,-33.45,2.546,36,standing
-107,79.41,-101.09,-38.01,71.68,-33.45,2.546,36,standing
-107,79.41,-101.09,-37.98,71.69,-33.43,2.551,37,standing
-107.07,79.42,-101.16,-38,71.7,-33.44,2.551,38,standing
-107.15,79.43,-101.22,-38.01,71.72,-33.45,2.546,39,standing
-107.2,79.43,-101.26,-38.01,71.72,-33.45,2.546,39,standing
-107.28,79.43,-101.32,-38.03,71.73,-33.46,2.546,38,standing
-107.28,79.43,-101.32,-38.07,71.74,-33.48,2.546,37,standing
-107.36,79.42,-101.38,-38.11,71.75,-33.52,2.546,37,standing
-107.44,79.42,-101.44,-38.15,71.76,-33.53,2.546,36,standing
-107.54,79.41,-101.52,-38.19,71.77,-33.57,2.546,36,standing
-107.64,79.4,-101.61,-38.19,71.77,-33.57,2.546,37,standing
-107.75,79.39,-101.71,-38.22,71.78,-33.57,2.546,37,standing
-107.75,79.39,-101.71,-38.24,71.79,-33.6,2.546,38,standing
-107.87,79.38,-101.81,-38.29,71.8,-33.64,2.546,38,standing
-107.99,79.38,-101.91,-38.32,71.81,-33.65,2.546,38,standing
-108.06,79.37,-101.97,-38.32,71.81,-33.65,2.546,37,standing
-108.14,79.36,-102.03,-38.35,71.82,-33.68,2.546,37,standing
-108.25,79.36,-102.13,-38.39,71.84,-33.72,2.546,36,standing
-108.25,79.36,-102.13,-38.42,71.85,-33.74,2.542,36,standing
-108.32,79.35,-102.21,-38.47,71.86,-33.79,2.546,36,standing
-108.43,79.35,-102.32,-38.51,71.86,-33.84,2.546,37,standing
-108.55,79.35,-102.46,-38.51,71.86,-33.84,2.551,37,standing
-108.66,79.34,-102.6,-38.55,71.88,-33.9,2.546,37,standing
-108.66,79.34,-102.6,-38.56,71.89,-33.92,2.546,38,standing
-108.77,79.34,-102.73,-38.55,71.9,-33.93,2.546,38,standing
-108.88,79.34,-102.85,-38.58,71.91,-33.95,2.551,37,standing
-108.96,79.34,-102.93,-38.58,71.91,-33.95,2.546,38,standing
-109.04,79.33,-103.01,-38.61,71.92,-33.98,2.546,37,standing
-109.16,79.33,-103.13,-38.63,71.93,-34,2.546,37,standing
-109.16,79.33,-103.13,-38.66,71.94,-34.02,2.546,36,standing
-109.24,79.33,-103.2,-38.71,71.94,-34.06,2.546,39,standing
-109.34,79.32,-103.28,-38.76,71.95,-34.09,2.546,38,standing
-109.41,79.31,-103.33,-38.76,71.95,-34.09,2.546,38,standing
-109.47,79.3,-103.38,-38.78,71.96,-34.1,2.551,37,standing
-109.54,79.29,-103.45,-38.8,71.96,-34.12,2.546,37,standing
-109.54,79.29,-103.45,-38.83,71.97,-34.15,2.551,37,standing
-109.65,79.29,-103.55,-38.85,71.98,-34.17,2.546,38,standing
-109.73,79.28,-103.64,-38.85,71.98,-34.17,2.546,38,standing
-109.8,79.28,-103.71,-38.89,71.99,-34.21,2.551,38,standing
-109.87,79.28,-103.78,-38.93,72,-34.25,2.546,38,standing
-109.87,79.28,-103.78,-38.96,72.01,-34.28,2.546,39,standing
-109.94,79.27,-103.85,-38.99,72.02,-34.31,2.546,40,standing
-110.01,79.27,-103.92,-39.01,72.02,-34.33,2.546,40,standing
-110.09,79.27,-104,-39.01,72.02,-34.33,2.546,39,standing
-110.15,79.26,-104.05,-39.04,72.03,-34.35,2.546,38,standing
-110.21,79.26,-104.1,-39.07,72.03,-34.37,2.546,37,standing
-110.21,79.26,-104.1,-39.09,72.04,-34.39,2.551,37,standing
-110.27,79.25,-104.15,-39.12,72.04,-34.41,2.551,38,standing
-110.32,79.24,-104.2,-39.14,72.04,-34.44,2.551,38,standing
-110.39,79.23,-104.27,-39.14,72.04,-34.44,2.546,37,standing
-110.41,79.22,-104.28,-39.16,72.05,-34.46,2.551,37,standing
-110.46,79.21,-104.34,-39.2,72.05,-34.49,2.546,38,standing
-110.46,79.21,-104.34,-39.24,72.05,-34.53,2.546,37,standing
-110.48,79.2,-104.36,-39.26,72.05,-34.56,2.546,37,standing
-110.55,79.19,-104.43,-39.26,72.05,-34.56,2.551,36,standing
-110.61,79.18,-104.48,-39.3,72.05,-34.6,2.546,36,standing
-110.68,79.17,-104.55,-39.34,72.06,-34.64,2.546,37,standing
-110.68,79.17,-104.55,-39.38,72.06,-34.68,2.546,36,standing
-110.72,79.16,-104.59,-39.44,72.07,-34.72,2.546,37,standing
-110.74,79.15,-104.6,-39.46,72.07,-34.75,2.546,37,standing
-110.78,79.14,-104.64,-39.46,72.07,-34.75,2.551,37,standing
-110.85,79.12,-104.69,-39.52,72.07,-34.8,2.546,36,standing
-110.89,79.11,-104.73,-39.57,72.08,-34.85,2.551,36,standing
-110.89,79.11,-104.73,-39.59,72.08,-34.88,2.546,36,standing
-110.94,79.1,-104.77,-39.64,72.09,-34.91,2.546,36,standing
-111,79.1,-104.84,-39.64,72.09,-34.91,2.546,37,standing
-111.07,79.1,-104.91,-39.68,72.09,-34.95,2.546,38,standing
-111.16,79.09,-105.01,-39.71,72.08,-34.98,2.546,37,standing
-111.21,79.08,-105.06,-39.74,72.09,-35.02,2.551,38,standing
-111.21,79.08,-105.06,-39.76,72.1,-35.04,2.546,38,standing
-111.28,79.07,-105.12,-39.8,72.1,-35.07,2.546,36,standing
-111.31,79.06,-105.14,-39.8,72.1,-35.07,2.546,37,standing
-111.38,79.04,-105.19,-39.85,72.11,-35.11,2.546,36,standing
-111.43,79.02,-105.23,-39.9,72.11,-35.15,2.546,36,standing
-111.43,79.02,-105.23,-39.94,72.12,-35.19,2.546,36,standing
-111.51,79.01,-105.3,-39.98,72.13,-35.22,2.546,36,standing
-111.58,79.01,-105.37,-39.98,72.13,-35.22,2.546,36,standing
-111.64,79,-105.43,-40.02,72.13,-35.26,2.546,39,standing
-111.7,78.99,-105.48,-40.05,72.14,-35.28,2.546,38,standing
-111.76,78.99,-105.54,-40.08,72.15,-35.3,2.551,37,standing
-111.76,78.99,-105.54,-40.11,72.15,-35.34,2.551,37,standing
-111.83,78.98,-105.61,-40.13,72.16,-35.36,2.546,37,standing
-111.91,78.97,-105.69,-40.13,72.16,-35.36,2.546,37,standing
-111.97,78.96,-105.75,-40.18,72.17,-35.41,2.551,37,standing
-112.04,78.96,-105.82,-40.2,72.17,-35.42,2.551,37,standing
-112.1,78.95,-105.87,-40.24,72.18,-35.46,2.551,37,standing
-112.1,78.95,-105.87,-40.26,72.18,-35.48,2.551,36,standing
-112.15,78.94,-105.93,-40.3,72.19,-35.51,2.546,37,standing
-112.22,78.93,-105.98,-40.3,72.19,-35.51,2.551,36,standing
-112.28,78.93,-106.04,-40.31,72.19,-35.53,2.546,36,standing
-112.34,78.92,-106.1,-40.33,72.19,-35.55,2.546,36,standing
-112.34,78.92,-106.1,-40.35,72.2,-35.57,2.546,36,standing
-112.41,78.91,-106.18,-40.37,72.21,-35.58,2.546,37,standing
-112.47,78.91,-106.24,-40.37,72.21,-35.58,2.546,37,standing
-112.5,78.91,-106.26,-40.4,72.21,-35.61,2.546,38,standing
-112.56,78.9,-106.32,-40.42,72.22,-35.63,2.546,39,standing
-112.59,78.89,-106.35,-40.44,72.23,-35.65,2.546,39,standing
-112.59,78.89,-106.35,-40.47,72.23,-35.68,2.546,39,standing
-112.65,78.89,-106.41,-40.51,72.24,-35.72,2.546,38,standing
-112.72,78.88,-106.48,-40.51,72.24,-35.72,2.546,38,standing
-112.78,78.87,-106.55,-40.53,72.24,-35.74,2.546,37,standing
-112.82,78.87,-106.57,-40.54,72.25,-35.75,2.546,37,standing
-112.87,78.87,-106.63,-40.58,72.26,-35.79,2.546,36,standing
-112.87,78.87,-106.63,-40.6,72.27,-35.81,2.546,38,standing
-112.92,78.87,-106.68,-40.6,72.27,-35.81,2.542,38,standing
-112.96,78.87,-106.72,-40.62,72.27,-35.83,2.546,39,standing
-113.01,78.86,-106.77,-40.65,72.28,-35.85,2.551,37,standing
-113.06,78.86,-106.81,-40.67,72.29,-35.87,2.546,38,standing
-113.06,78.86,-106.81,-40.71,72.29,-35.91,2.546,37,standing
-113.13,78.85,-106.87,-40.73,72.3,-35.92,2.546,37,standing
-113.18,78.85,-106.92,-40.73,72.3,-35.92,2.546,36,standing
-113.24,78.84,-106.97,-40.75,72.3,-35.94,2.546,37,standing
-113.32,78.83,-107.04,-40.78,72.31,-35.97,2.546,36,standing
-113.4,78.82,-107.12,-40.8,72.31,-35.99,2.546,39,standing
-113.4,78.82,-107.12,-40.83,72.32,-36,2.542,39,standing
-113.44,78.82,-107.15,-40.83,72.32,-36,2.546,38,standing
-113.47,78.8,-107.17,-40.85,72.34,-36.02,2.546,38,standing
-113.53,78.79,-107.23,-40.87,72.34,-36.04,2.546,37,standing
-113.59,78.78,-107.3,-40.87,72.35,-36.05,2.546,36,standing
-113.64,78.78,-107.37,-40.9,72.36,-36.08,2.542,36,standing
-113.64,78.78,-107.37,-40.92,72.36,-36.12,2.546,36,standing
-113.7,78.77,-107.46,-40.92,72.36,-36.12,2.546,38,standing
-113.74,78.77,-107.52,-40.94,72.36,-36.15,2.546,37,standing
-113.78,78.77,-107.58,-40.94,72.37,-36.17,2.546,37,standing
-113.85,78.77,-107.65,-40.95,72.38,-36.18,2.546,36,standing
-113.88,78.76,-107.69,-40.98,72.39,-36.22,2.542,35,standing
-113.92,78.74,-107.72,-41.01,72.39,-36.23,2.546,36,standing
-113.93,78.74,-107.72,-41.04,72.39,-36.25,2.546,37,standing
-113.93,78.75,-107.71,-41.07,72.39,-36.27,2.546,36,standing
-113.93,78.74,-107.69,-41.1,72.39,-36.3,2.546,37,standing
-113.96,78.74,-107.7,-41.13,72.4,-36.31,2.546,38,standing
-113.99,78.73,-107.73,-41.16,72.39,-36.32,2.546,38,standing
-114.01,78.72,-107.74,-41.18,72.39,-36.34,2.546,37,standing
-114.02,78.7,-107.74,-41.19,72.39,-36.35,2.542,37,standing
-114.02,78.7,-107.74,-41.22,72.39,-36.37,2.546,36,standing
-114.03,78.69,-107.74,-41.24,72.39,-36.38,2.546,37,standing
-114.07,78.69,-107.76,-41.27,72.39,-36.39,2.546,37,standing
-114.07,78.69,-107.76,-41.28,72.4,-36.41,2.542,36,standing
-114.1,78.68,-107.79,-41.28,72.4,-36.41,2.546,36,standing
-114.14,78.68,-107.83,-41.31,72.4,-36.43,2.546,36,standing
-114.19,78.67,-107.87,-41.33,72.4,-36.45,2.542,36,standing
-114.21,78.67,-107.89,-41.35,72.41,-36.47,2.542,36,standing
-114.21,78.67,-107.89,-41.35,72.41,-36.47,2.542,36,standing
-114.23,78.67,-107.9,-41.35,72.41,-36.47,2.542,36,standing
-114.28,78.66,-107.95,-41.37,72.42,-36.49,2.542,37,standing
-114.32,78.67,-108,-41.38,72.43,-36.51,2.546,37,standing
-114.33,78.66,-108.03,-41.4,72.43,-36.53,2.546,36,standing
-114.4,78.65,-108.1,-41.42,72.44,-36.55,2.542,38,standing
-114.4,78.65,-108.1,-41.42,72.44,-36.55,2.546,37,standing
-114.45,78.65,-108.15,-41.44,72.44,-36.56,2.542,37,standing
-114.51,78.64,-108.21,-41.46,72.45,-36.58,2.542,37,standing
-114.56,78.64,-108.26,-41.46,72.46,-36.59,2.546,36,standing
-114.62,78.64,-108.32,-41.49,72.47,-36.62,2.546,36,standing
-114.62,78.64,-108.32,-41.51,72.48,-36.64,2.542,37,standing
-114.66,78.63,-108.37,-41.51,72.48,-36.64,2.542,37,standing
-114.7,78.63,-108.41,-41.53,72.48,-36.66,2.546,36,standing
-114.75,78.62,-108.47,-41.55,72.49,-36.68,2.546,36,standing
-114.82,78.61,-108.55,-41.57,72.49,-36.69,2.542,40,standing
-114.82,78.61,-108.55,-41.58,72.5,-36.71,2.542,39,standing
-114.91,78.61,-108.65,-41.58,72.5,-36.71,2.542,38,standing
-114.95,78.61,-108.69,-41.6,72.51,-36.73,2.542,37,standing
-115,78.6,-108.74,-41.61,72.51,-36.74,2.542,37,standing
-115.04,78.6,-108.78,-41.62,72.52,-36.76,2.542,36,standing
-115.09,78.6,-108.83,-41.66,72.53,-36.79,2.546,36,standing
-115.09,78.6,-108.83,-41.66,72.53,-36.79,2.542,36,standing
-115.14,78.59,-108.88,-41.68,72.54,-36.8,2.546,35,standing
-115.19,78.59,-108.93,-41.69,72.54,-36.82,2.542,35,standing
-115.24,78.59,-108.97,-41.71,72.55,-36.84,2.546,38,standing
-115.31,78.58,-109.04,-41.73,72.55,-36.85,2.546,38,standing
-115.31,78.58,-109.04,-41.73,72.55,-36.85,2.546,37,standing
-115.34,78.58,-109.06,-41.74,72.56,-36.85,2.546,38,standing
-115.39,78.58,-109.1,-41.76,72.56,-36.87,2.546,38,standing
-115.41,78.57,-109.13,-41.77,72.57,-36.89,2.546,37,standing
-115.43,78.56,-109.15,-41.78,72.57,-36.89,2.546,37,standing
-115.43,78.56,-109.15,-41.8,72.58,-36.9,2.546,36,standing
-115.48,78.56,-109.19,-41.8,72.58,-36.9,2.542,36,standing
-115.52,78.55,-109.24,-41.81,72.58,-36.92,2.546,37,standing
-115.57,78.55,-109.28,-41.83,72.59,-36.94,2.546,36,standing
-115.63,78.54,-109.33,-41.85,72.59,-36.95,2.546,36,standing
-115.67,78.53,-109.38,-41.88,72.6,-36.98,2.546,36,standing
