TimeStamp,Roll1,Pitch1,Yaw1,Roll2,Pitch2,Yaw2,FRS,EMG1
3072,-0.05,0.2,-0.01,0,0,0,2.717,43
3087,-0.07,0.42,-0.01,-0.03,0.22,-0.01,2.722,44
3102,-0.09,0.65,0,-0.06,0.44,-0.01,2.717,42
3118,-0.1,0.87,0.01,-0.1,0.66,-0.02,2.722,40
3134,-0.11,1.1,0.03,-0.14,0.88,-0.03,2.722,42
3149,-0.11,1.31,0.04,-0.18,1.1,-0.04,2.722,41
3165,-0.13,1.53,0.05,-0.22,1.31,-0.05,2.722,39
3180,-0.16,1.76,0.06,-0.22,1.31,-0.05,2.722,43
3195,-0.19,1.98,0.06,-0.26,1.52,-0.06,2.722,41
3211,-0.23,2.19,0.06,-0.3,1.73,-0.07,2.722,39
3227,-0.28,2.38,0.07,-0.33,1.94,-0.07,2.722,40
3241,-0.33,2.58,0.09,-0.37,2.15,-0.08,2.722,39
3256,-0.38,2.79,0.1,-0.4,2.35,-0.09,2.722,38
3270,-0.41,3.01,0.1,-0.44,2.56,-0.1,2.722,38
3285,-0.42,3.25,0.11,-0.44,2.56,-0.1,2.722,37
3298,-0.43,3.47,0.12,-0.48,2.77,-0.11,2.722,37
3313,-0.44,3.68,0.13,-0.52,2.97,-0.13,2.722,37
3327,-0.45,3.89,0.14,-0.55,3.19,-0.15,2.722,37
3342,-0.46,4.09,0.15,-0.59,3.4,-0.16,2.722,40
3356,-0.46,4.3,0.17,-0.59,3.4,-0.16,2.722,40
3370,-0.47,4.52,0.18,-0.64,3.61,-0.18,2.722,38
3384,-0.48,4.75,0.19,-0.67,3.82,-0.19,2.722,37
3399,-0.52,4.96,0.21,-0.72,4.04,-0.2,2.722,38
3413,-0.55,5.17,0.22,-0.75,4.25,-0.21,2.722,39
3427,-0.58,5.38,0.23,-0.75,4.25,-0.21,2.722,38
3441,-0.6,5.59,0.24,-0.78,4.46,-0.22,2.722,37
3456,-0.61,5.81,0.24,-0.81,4.67,-0.24,2.722,37
3470,-0.61,6.03,0.26,-0.82,4.89,-0.25,2.722,38
3485,-0.63,6.25,0.27,-0.84,5.1,-0.26,2.722,38
3499,-0.65,6.46,0.27,-0.84,5.1,-0.26,2.727,37
3513,-0.68,6.68,0.27,-0.86,5.31,-0.27,2.722,37
3528,-0.69,6.9,0.27,-0.89,5.53,-0.28,2.722,36
3543,-0.7,7.11,0.26,-0.92,5.74,-0.3,2.722,36
3557,-0.73,7.32,0.27,-0.95,5.95,-0.31,2.722,36
3572,-0.76,7.53,0.27,-0.95,5.95,-0.31,2.722,38
3586,-0.79,7.75,0.28,-0.98,6.16,-0.33,2.722,37
3600,-0.81,7.96,0.28,-1.01,6.37,-0.34,2.722,38
3615,-0.82,8.19,0.28,-1.04,6.59,-0.35,2.722,38
3629,-0.82,8.4,0.29,-1.07,6.79,-0.36,2.722,38
3644,-0.82,8.62,0.3,-1.11,7.01,-0.37,2.722,40
3658,-0.83,8.84,0.31,-1.11,7.01,-0.37,2.722,40
3672,-0.84,9.06,0.32,-1.14,7.22,-0.37,2.722,39
3687,-0.85,9.28,0.33,-1.17,7.43,-0.39,2.722,40
3701,-0.86,9.5,0.33,-1.19,7.63,-0.4,2.722,40
3716,-0.87,9.72,0.32,-1.22,7.84,-0.41,2.722,40
3730,-0.91,9.92,0.33,-1.22,7.84,-0.41,2.722,39
3744,-0.96,10.13,0.33,-1.25,8.05,-0.41,2.722,38
3759,-1.02,10.33,0.32,-1.29,8.26,-0.42,2.722,38
3773,-1.07,10.54,0.31,-1.33,8.46,-0.44,2.722,38
3788,-1.12,10.75,0.3,-1.36,8.66,-0.45,2.722,39
3803,-1.15,10.97,0.28,-1.36,8.66,-0.45,2.722,38
3816,-1.18,11.19,0.26,-1.38,8.87,-0.46,2.722,39
3831,-1.21,11.41,0.26,-1.41,9.07,-0.47,2.717,38
3846,-1.25,11.63,0.25,-1.44,9.27,-0.49,2.717,37
3860,-1.28,11.85,0.24,-1.48,9.46,-0.5,2.722,38
3875,-1.31,12.06,0.22,-1.52,9.66,-0.51,2.722,37
3889,-1.33,12.28,0.21,-1.52,9.66,-0.51,2.722,39
3903,-1.35,12.5,0.19,-1.55,9.86,-0.53,2.717,39
3918,-1.39,12.72,0.16,-1.58,10.07,-0.55,2.717,38
3932,-1.41,12.93,0.15,-1.61,10.27,-0.57,2.722,37
3947,-1.45,13.15,0.12,-1.65,10.47,-0.59,2.722,38
3961,-1.5,13.37,0.1,-1.65,10.47,-0.59,2.722,38
3975,-1.56,13.57,0.08,-1.69,10.68,-0.61,2.722,37
3990,-1.61,13.78,0.06,-1.74,10.89,-0.63,2.722,38
4004,-1.64,14,0.03,-1.78,11.1,-0.65,2.722,38
4019,-1.68,14.21,0,-1.81,11.31,-0.67,2.722,37
4033,-1.74,14.43,-0.04,-1.81,11.31,-0.67,2.722,37
4047,-1.78,14.64,-0.07,-1.85,11.51,-0.69,2.722,37
4062,-1.83,14.86,-0.1,-1.9,11.71,-0.7,2.722,36
4077,-1.87,15.06,-0.13,-1.94,11.92,-0.71,2.722,38
4091,-1.92,15.27,-0.16,-1.98,12.12,-0.73,2.717,38
4106,-1.96,15.48,-0.19,-2.02,12.32,-0.76,2.722,39
4120,-2,15.69,-0.21,-2.02,12.32,-0.76,2.722,38
4134,-2.04,15.9,-0.24,-2.05,12.52,-0.77,2.722,38
4149,-2.08,16.11,-0.26,-2.08,12.72,-0.78,2.722,38
4163,-2.11,16.32,-0.28,-2.11,12.92,-0.79,2.722,37
4178,-2.13,16.54,-0.31,-2.15,13.12,-0.81,2.722,37
4192,-2.14,16.76,-0.33,-2.15,13.12,-0.81,2.722,37
4206,-2.15,16.99,-0.34,-2.18,13.32,-0.82,2.722,38
4221,-2.16,17.2,-0.36,-2.21,13.52,-0.83,2.722,38
4235,-2.17,17.41,-0.37,-2.26,13.71,-0.84,2.727,40
4250,-2.19,17.63,-0.4,-2.3,13.91,-0.86,2.727,39
4265,-2.23,17.85,-0.42,-2.3,13.91,-0.86,2.722,42
4278,-2.27,18.07,-0.44,-2.34,14.1,-0.87,2.722,39
4293,-2.31,18.29,-0.46,-2.39,14.3,-0.88,2.722,40
4308,-2.34,18.5,-0.48,-2.43,14.49,-0.9,2.727,39
4322,-2.38,18.71,-0.5,-2.47,14.69,-0.92,2.722,38
4337,-2.41,18.92,-0.52,-2.51,14.88,-0.95,2.722,40
4351,-2.45,19.14,-0.54,-2.51,14.88,-0.95,2.722,38
4365,-2.47,19.37,-0.57,-2.54,15.06,-0.96,2.722,40
4380,-2.49,19.59,-0.6,-2.58,15.25,-0.99,2.722,39
4394,-2.52,19.8,-0.62,-2.63,15.44,-1.01,2.722,41
4409,-2.56,20.01,-0.64,-2.68,15.64,-1.02,2.722,43
4453,-2.59,20.21,-0.66,-2.72,15.83,-1.04,2.722,39
4467,-2.64,20.43,-0.69,-2.76,16.02,-1.05,2.717,40
4482,-2.68,20.65,-0.73,-2.8,16.21,-1.07,2.722,39
4496,-2.71,20.87,-0.76,-2.83,16.4,-1.09,2.722,38
4511,-2.75,21.1,-0.79,-2.87,16.6,-1.11,2.722,37
4525,-2.79,21.31,-0.82,-2.91,16.8,-1.13,2.722,37
4539,-2.83,21.53,-0.85,-2.94,17,-1.15,2.722,37
4554,-2.87,21.74,-0.88,-2.97,17.2,-1.17,2.722,37
4568,-2.92,21.95,-0.91,-3,17.39,-1.18,2.722,38
4583,-2.95,22.15,-0.93,-3,17.39,-1.18,2.722,37
4596,-2.98,22.36,-0.95,-3.03,17.58,-1.2,2.717,38
4611,-3,22.57,-0.97,-3.07,17.77,-1.22,2.722,38
4625,-3.04,22.78,-1,-3.12,17.97,-1.24,2.722,37
4640,-3.07,22.99,-1.02,-3.16,18.16,-1.26,2.722,37
4654,-3.11,23.2,-1.05,-3.16,18.16,-1.26,2.722,37
4668,-3.14,23.41,-1.07,-3.19,18.35,-1.28,2.727,38
4682,-3.18,23.62,-1.11,-3.21,18.54,-1.3,2.722,37
4697,-3.22,23.81,-1.13,-3.24,18.73,-1.32,2.717,38
4711,-3.27,24.01,-1.15,-3.27,18.91,-1.34,2.717,38
4726,-3.32,24.21,-1.19,-3.27,18.91,-1.34,2.722,40
4740,-3.36,24.42,-1.22,-3.31,19.11,-1.36,2.727,38
4754,-3.4,24.64,-1.25,-3.33,19.3,-1.38,2.722,41
4768,-3.42,24.85,-1.28,-3.36,19.48,-1.4,2.722,40
4783,-3.48,25.05,-1.31,-3.39,19.67,-1.41,2.722,40
4797,-3.56,25.28,-1.33,-3.39,19.67,-1.41,2.722,38
4811,-3.64,25.52,-1.36,-3.43,19.86,-1.43,2.722,38
4825,-3.69,25.76,-1.4,-3.47,20.05,-1.45,2.722,38
4840,-3.75,25.99,-1.44,-3.5,20.23,-1.47,2.722,37
4854,-3.81,26.2,-1.47,-3.54,20.42,-1.49,2.717,38
4869,-3.86,26.41,-1.5,-3.54,20.42,-1.49,2.722,38
4883,-3.91,26.6,-1.53,-3.57,20.59,-1.51,2.722,37
4897,-3.94,26.8,-1.57,-3.6,20.78,-1.53,2.717,38
4911,-3.97,26.99,-1.61,-3.63,20.96,-1.55,2.722,39
4926,-4,27.19,-1.65,-3.67,21.14,-1.57,2.722,38
4940,-4.03,27.38,-1.69,-3.67,21.14,-1.57,2.722,38
4954,-4.07,27.57,-1.73,-3.7,21.33,-1.59,2.722,40
4969,-4.11,27.77,-1.76,-3.73,21.51,-1.61,2.717,41
4983,-4.16,27.95,-1.79,-3.77,21.69,-1.63,2.722,40
4997,-4.21,28.13,-1.82,-3.8,21.88,-1.65,2.722,39
5012,-4.26,28.32,-1.86,-3.8,21.88,-1.65,2.727,39
5026,-4.31,28.52,-1.89,-3.84,22.06,-1.68,2.722,38
5040,-4.36,28.71,-1.93,-3.87,22.25,-1.69,2.722,37
5055,-4.4,28.91,-1.96,-3.9,22.43,-1.72,2.722,40
5069,-4.44,29.11,-1.99,-3.94,22.61,-1.74,2.722,39
5083,-4.48,29.31,-2.02,-3.94,22.61,-1.74,2.722,39
5097,-4.52,29.52,-2.05,-3.98,22.79,-1.76,2.722,40
5112,-4.56,29.72,-2.09,-4.02,22.98,-1.79,2.722,39
5126,-4.61,29.92,-2.12,-4.05,23.16,-1.8,2.722,39
5141,-4.66,30.11,-2.16,-4.08,23.34,-1.83,2.722,39
5155,-4.74,30.3,-2.2,-4.12,23.53,-1.84,2.722,39
5169,-4.81,30.5,-2.25,-4.12,23.53,-1.84,2.722,42
5183,-4.87,30.7,-2.29,-4.16,23.7,-1.86,2.722,40
5198,-4.92,30.89,-2.32,-4.2,23.88,-1.88,2.722,74
5212,-4.97,31.09,-2.35,-4.23,24.06,-1.9,2.727,74
5226,-5.01,31.29,-2.39,-4.26,24.23,-1.92,2.722,66
5241,-5.06,31.49,-2.43,-4.26,24.23,-1.92,2.722,58
5255,-5.1,31.69,-2.46,-4.3,24.41,-1.94,2.722,54
5269,-5.14,31.89,-2.5,-4.34,24.59,-1.96,2.722,49
5283,-5.18,32.09,-2.53,-4.39,24.76,-1.98,2.722,45
5298,-5.24,32.29,-2.58,-4.43,24.94,-2,2.722,46
5312,-5.28,32.48,-2.61,-4.43,24.94,-2,2.722,44
5326,-5.33,32.67,-2.65,-4.48,25.12,-2.02,2.722,41
5341,-5.37,32.87,-2.68,-4.51,25.3,-2.05,2.722,40
5355,-5.41,33.06,-2.72,-4.54,25.48,-2.07,2.727,45
5370,-5.44,33.26,-2.74,-4.58,25.66,-2.1,2.722,54
5385,-5.47,33.46,-2.77,-4.58,25.66,-2.1,2.727,51
5399,-5.51,33.65,-2.8,-4.61,25.84,-2.12,2.722,52
5413,-5.55,33.85,-2.84,-4.65,26.02,-2.15,2.727,49
5428,-5.59,34.04,-2.87,-4.67,26.19,-2.17,2.727,57
5442,-5.63,34.23,-2.9,-4.69,26.37,-2.2,2.727,52
5457,-5.67,34.43,-2.93,-4.69,26.37,-2.2,2.722,48
5471,-5.71,34.62,-2.96,-4.71,26.54,-2.22,2.727,48
5485,-5.74,34.81,-2.99,-4.74,26.71,-2.25,2.727,48
5500,-5.78,35.01,-3.03,-4.76,26.88,-2.28,2.727,45
5514,-5.8,35.21,-3.05,-4.79,27.05,-2.31,2.727,44
5529,-5.84,35.4,-3.09,-4.82,27.23,-2.34,2.727,45
5543,-5.88,35.6,-3.12,-4.82,27.23,-2.34,2.727,43
5557,-5.93,35.8,-3.16,-4.85,27.4,-2.38,2.727,41
5572,-5.98,35.99,-3.2,-4.87,27.57,-2.41,2.727,46
5586,-6.04,36.19,-3.24,-4.91,27.74,-2.43,2.727,59
5601,-6.09,36.38,-3.28,-4.95,27.91,-2.45,2.727,55
5615,-6.15,36.57,-3.32,-4.95,27.91,-2.45,2.727,51
5629,-6.2,36.75,-3.36,-4.98,28.07,-2.47,2.727,46
5644,-6.25,36.94,-3.39,-5.02,28.24,-2.49,2.722,49
5658,-6.31,37.13,-3.43,-5.05,28.39,-2.51,2.727,51
5673,-6.35,37.32,-3.47,-5.08,28.56,-2.54,2.722,49
5688,-6.4,37.51,-3.5,-5.08,28.56,-2.54,2.727,48
5701,-6.46,37.7,-3.53,-5.11,28.72,-2.56,2.727,45
5716,-6.51,37.88,-3.57,-5.15,28.87,-2.59,2.722,46
5731,-6.57,38.06,-3.61,-5.19,29.03,-2.61,2.722,43
5745,-6.61,38.25,-3.66,-5.24,29.19,-2.63,2.722,42
5760,-6.65,38.45,-3.69,-5.28,29.35,-2.65,2.722,41
5774,-6.69,38.63,-3.71,-5.28,29.35,-2.65,2.722,39
5788,-6.73,38.8,-3.74,-5.34,29.51,-2.68,2.722,38
5803,-6.76,38.98,-3.77,-5.38,29.67,-2.71,2.722,42
5817,-6.79,39.16,-3.8,-5.42,29.83,-2.74,2.722,41
5832,-6.82,39.35,-3.85,-5.45,30,-2.78,2.722,42
5846,-6.85,39.54,-3.88,-5.45,30,-2.78,2.722,40
5860,-6.88,39.73,-3.93,-5.49,30.17,-2.82,2.722,40
5875,-6.9,39.91,-3.96,-5.52,30.34,-2.85,2.722,42
5889,-6.93,40.09,-4,-5.56,30.5,-2.88,2.722,41
5904,-6.95,40.27,-4.03,-5.61,30.67,-2.92,2.722,40
5919,-6.98,40.45,-4.07,-5.61,30.67,-2.92,2.727,40
5932,-7.02,40.63,-4.12,-5.65,30.84,-2.95,2.722,49
5947,-7.07,40.82,-4.17,-5.69,31,-2.99,2.722,48
5962,-7.14,41,-4.21,-5.75,31.16,-3.03,2.722,45
5976,-7.19,41.18,-4.26,-5.8,31.32,-3.07,2.722,44
5991,-7.23,41.35,-4.3,-5.85,31.48,-3.1,2.722,43
6005,-7.28,41.53,-4.34,-5.85,31.48,-3.1,2.727,41
6019,-7.33,41.71,-4.39,-5.9,31.63,-3.13,2.722,52
6034,-7.4,41.89,-4.46,-5.95,31.79,-3.15,2.722,55
6048,-7.47,42.08,-4.53,-5.98,31.94,-3.19,2.727,49
6063,-7.55,42.25,-4.59,-6.02,32.1,-3.22,2.722,54
6077,-7.64,42.42,-4.66,-6.02,32.1,-3.22,2.727,50
6091,-7.72,42.58,-4.71,-6.05,32.26,-3.26,2.727,47
6106,-7.81,42.74,-4.77,-6.08,32.42,-3.3,2.722,44
6120,-7.87,42.91,-4.82,-6.12,32.57,-3.34,2.722,43
6135,-7.92,43.08,-4.86,-6.16,32.73,-3.37,2.722,44
6149,-7.96,43.26,-4.9,-6.16,32.73,-3.37,2.722,49
6163,-7.99,43.43,-4.95,-6.2,32.89,-3.4,2.727,46
6178,-8.02,43.61,-4.99,-6.24,33.05,-3.43,2.727,53
6192,-8.05,43.79,-5.03,-6.27,33.2,-3.46,2.727,49
6207,-8.1,43.96,-5.08,-6.3,33.36,-3.48,2.722,54
6221,-8.14,44.14,-5.13,-6.3,33.36,-3.48,2.727,50
6235,-8.21,44.32,-5.18,-6.33,33.51,-3.51,2.722,55
6250,-8.27,44.5,-5.24,-6.37,33.66,-3.53,2.727,52
6265,-8.34,44.68,-5.31,-6.4,33.81,-3.56,2.727,48
6279,-8.43,44.84,-5.36,-6.43,33.96,-3.58,2.722,50
6294,-8.51,45.01,-5.42,-6.46,34.11,-3.61,2.722,54
6308,-8.59,45.18,-5.48,-6.46,34.11,-3.61,2.727,60
6322,-8.67,45.34,-5.55,-6.5,34.26,-3.63,2.727,55
6337,-8.73,45.53,-5.62,-6.54,34.41,-3.66,2.722,59
6351,-8.78,45.71,-5.68,-6.58,34.56,-3.69,2.727,53
6366,-8.82,45.89,-5.72,-6.63,34.7,-3.71,2.727,49
6381,-8.87,46.06,-5.77,-6.63,34.7,-3.71,2.722,50
6394,-8.93,46.23,-5.83,-6.68,34.85,-3.74,2.727,50
6409,-8.99,46.4,-5.88,-6.71,35,-3.78,2.727,56
6424,-9.05,46.57,-5.94,-6.75,35.15,-3.81,2.722,52
6438,-9.11,46.74,-5.99,-6.79,35.29,-3.84,2.722,52
6453,-9.16,46.91,-6.04,-6.83,35.44,-3.87,2.727,52
6467,-9.21,47.09,-6.09,-6.83,35.44,-3.87,2.727,55
6481,-9.26,47.26,-6.13,-6.87,35.58,-3.9,2.722,56
6496,-9.31,47.43,-6.18,-6.92,35.73,-3.93,2.727,50
6510,-9.36,47.59,-6.24,-6.96,35.87,-3.97,2.722,50
6525,-9.42,47.76,-6.29,-7.01,36.02,-4,2.722,54
6539,-9.48,47.93,-6.34,-7.01,36.02,-4,2.727,50
6553,-9.55,48.09,-6.4,-7.05,36.16,-4.03,2.722,47
6568,-9.62,48.25,-6.45,-7.1,36.3,-4.06,2.722,46
6582,-9.69,48.41,-6.51,-7.15,36.44,-4.09,2.727,52
6597,-9.75,48.58,-6.56,-7.19,36.58,-4.12,2.727,48
6611,-9.81,48.73,-6.61,-7.19,36.58,-4.12,2.727,45
6625,-9.87,48.89,-6.67,-7.24,36.73,-4.15,2.727,50
6640,-9.93,49.06,-6.72,-7.3,36.87,-4.19,2.727,58
6654,-10,49.21,-6.78,-7.34,37.02,-4.22,2.722,53
6669,-10.07,49.37,-6.83,-7.39,37.17,-4.25,2.727,48
6684,-10.14,49.53,-6.9,-7.39,37.17,-4.25,2.722,45
6698,-10.22,49.68,-6.96,-7.43,37.31,-4.29,2.727,50
6712,-10.29,49.84,-7.02,-7.48,37.46,-4.33,2.727,49
6727,-10.37,50,-7.08,-7.52,37.6,-4.36,2.727,46
6741,-10.44,50.15,-7.14,-7.57,37.75,-4.4,2.722,44
6756,-10.52,50.31,-7.2,-7.61,37.9,-4.42,2.727,43
6770,-10.59,50.46,-7.26,-7.61,37.9,-4.42,2.722,50
6784,-10.67,50.61,-7.32,-7.64,38.05,-4.45,2.727,46
6799,-10.75,50.77,-7.39,-7.67,38.19,-4.47,2.722,44
6813,-10.83,50.93,-7.46,-7.71,38.34,-4.5,2.722,47
6828,-10.9,51.08,-7.51,-7.74,38.48,-4.53,2.727,52
6842,-10.97,51.23,-7.57,-7.74,38.48,-4.53,2.722,56
6856,-11.05,51.39,-7.64,-7.77,38.62,-4.55,2.727,50
6871,-11.12,51.55,-7.7,-7.79,38.76,-4.58,2.722,46
6885,-11.2,51.71,-7.76,-7.83,38.9,-4.61,2.727,44
6900,-11.26,51.86,-7.81,-7.86,39.04,-4.65,2.722,41
6914,-11.32,52.01,-7.87,-7.86,39.04,-4.65,2.722,47
6928,-11.38,52.17,-7.93,-7.88,39.18,-4.68,2.722,54
6943,-11.47,52.34,-8,-7.91,39.32,-4.71,2.722,49
6957,-11.54,52.5,-8.07,-7.95,39.46,-4.75,2.727,45
6972,-11.61,52.66,-8.13,-7.98,39.6,-4.78,2.727,48
6987,-11.66,52.81,-8.18,-8.02,39.73,-4.8,2.722,46
7001,-11.71,52.96,-8.23,-8.02,39.73,-4.8,2.727,43
7015,-11.76,53.12,-8.28,-8.07,39.87,-4.84,2.727,40
7030,-11.8,53.27,-8.33,-8.12,40.01,-4.88,2.727,46
7044,-11.85,53.43,-8.38,-8.17,40.14,-4.91,2.727,49
7059,-11.89,53.59,-8.44,-8.22,40.27,-4.95,2.722,46
7073,-11.94,53.75,-8.5,-8.22,40.27,-4.95,2.722,51
7087,-12.02,53.9,-8.56,-8.26,40.4,-4.98,2.727,48
7102,-12.1,54.06,-8.63,-8.31,40.53,-5.02,2.727,49
7116,-12.19,54.2,-8.7,-8.34,40.65,-5.06,2.727,45
7131,-12.28,54.34,-8.77,-8.38,40.78,-5.09,2.727,46
7145,-12.37,54.48,-8.84,-8.38,40.78,-5.09,2.722,46
7159,-12.45,54.63,-8.91,-8.42,40.91,-5.14,2.727,58
7174,-12.53,54.77,-8.98,-8.47,41.04,-5.18,2.727,52
7232,-12.61,54.92,-9.07,-8.51,41.17,-5.22,2.727,47
7246,-12.68,55.07,-9.14,-8.56,41.31,-5.26,2.727,44
7260,-12.76,55.21,-9.2,-8.6,41.44,-5.29,2.722,48
7275,-12.84,55.35,-9.28,-8.65,41.57,-5.33,2.727,45
7289,-12.92,55.5,-9.35,-8.68,41.71,-5.36,2.727,43
7304,-13,55.63,-9.42,-8.71,41.84,-5.4,2.722,45
7318,-13.08,55.76,-9.49,-8.73,41.97,-5.43,2.722,44
7332,-13.16,55.91,-9.56,-8.75,42.1,-5.47,2.727,58
7347,-13.23,56.05,-9.63,-8.78,42.22,-5.5,2.722,56
7361,-13.29,56.2,-9.7,-8.81,42.33,-5.53,2.722,51
7376,-13.34,56.34,-9.75,-8.85,42.45,-5.57,2.727,53
7390,-13.38,56.49,-9.82,-8.88,42.57,-5.6,2.727,48
7405,-13.43,56.64,-9.89,-8.92,42.7,-5.63,2.727,45
7419,-13.49,56.79,-9.96,-8.95,42.81,-5.67,2.722,43
7433,-13.56,56.94,-10.02,-9,42.94,-5.71,2.722,41
7448,-13.64,57.07,-10.1,-9,42.94,-5.71,2.722,42
7462,-13.72,57.21,-10.17,-9.05,43.06,-5.76,2.722,44
7476,-13.82,57.33,-10.25,-9.1,43.18,-5.81,2.727,48
7491,-13.91,57.47,-10.34,-9.14,43.3,-5.85,2.722,50
7505,-14,57.6,-10.42,-9.19,43.43,-5.89,2.727,46
7519,-14.08,57.74,-10.51,-9.19,43.43,-5.89,2.727,44
7533,-14.17,57.87,-10.58,-9.24,43.54,-5.93,2.727,42
7548,-14.26,58,-10.67,-9.29,43.66,-5.96,2.727,40
7562,-14.35,58.13,-10.75,-9.35,43.78,-6.01,2.727,40
7577,-14.45,58.26,-10.84,-9.39,43.9,-6.05,2.727,40
7591,-14.55,58.39,-10.93,-9.42,44.02,-6.09,2.727,40
7605,-14.65,58.52,-11.01,-9.42,44.02,-6.09,2.727,39
7619,-14.72,58.65,-11.09,-9.45,44.14,-6.12,2.727,46
7634,-14.78,58.78,-11.16,-9.48,44.25,-6.15,2.727,57
7648,-14.84,58.93,-11.23,-9.5,44.36,-6.19,2.722,53
7662,-14.89,59.06,-11.29,-9.53,44.47,-6.22,2.727,48
7677,-14.96,59.2,-11.37,-9.53,44.47,-6.22,2.727,47
7691,-15.01,59.34,-11.45,-9.55,44.59,-6.26,2.722,44
7705,-15.07,59.48,-11.52,-9.58,44.7,-6.3,2.722,42
7720,-15.13,59.6,-11.59,-9.61,44.82,-6.34,2.727,48
7734,-15.22,59.74,-11.68,-9.65,44.94,-6.38,2.722,46
7748,-15.29,59.87,-11.76,-9.65,44.94,-6.38,2.727,44
7762,-15.29,59.87,-11.76,-9.69,45.05,-6.41,2.722,47
7776,-15.38,60,-11.84,-9.74,45.17,-6.46,2.727,55
7790,-15.48,60.13,-11.94,-9.8,45.29,-6.51,2.722,51
7805,-15.59,60.25,-12.04,-9.86,45.41,-6.56,2.727,48
7820,-15.7,60.37,-12.13,-9.86,45.41,-6.56,2.722,45
7834,-15.7,60.37,-12.13,-9.92,45.52,-6.6,2.722,51
7848,-15.82,60.49,-12.25,-9.98,45.63,-6.65,2.727,47
7863,-15.96,60.6,-12.36,-10.05,45.75,-6.7,2.727,45
7877,-16.09,60.72,-12.47,-10.12,45.86,-6.75,2.727,52
7892,-16.22,60.84,-12.58,-10.12,45.86,-6.75,2.727,49
7906,-16.35,60.96,-12.69,-10.19,45.97,-6.8,2.727,46
7921,-16.35,60.96,-12.69,-10.26,46.08,-6.85,2.727,44
7933,-16.47,61.08,-12.81,-10.31,46.19,-6.9,2.727,43
7948,-16.6,61.2,-12.91,-10.37,46.3,-6.95,2.722,54
7963,-16.71,61.33,-13.01,-10.37,46.3,-6.95,2.727,49
7977,-16.83,61.44,-13.11,-10.43,46.41,-7,2.727,46
7991,-16.83,61.44,-13.11,-10.49,46.53,-7.05,2.727,45
8006,-16.95,61.56,-13.22,-10.54,46.64,-7.09,2.727,59
8020,-17.06,61.69,-13.33,-10.59,46.75,-7.14,2.727,53
8035,-17.17,61.81,-13.43,-10.59,46.75,-7.14,2.727,49
8049,-17.28,61.94,-13.54,-10.64,46.86,-7.18,2.727,52
8064,-17.28,61.94,-13.54,-10.68,46.96,-7.22,2.727,48
8078,-17.37,62.06,-13.63,-10.72,47.07,-7.27,2.722,47
8093,-17.46,62.18,-13.73,-10.77,47.18,-7.31,2.722,52
8108,-17.56,62.3,-13.83,-10.82,47.29,-7.36,2.727,51
8122,-17.67,62.41,-13.93,-10.82,47.29,-7.36,2.722,53
8137,-17.77,62.53,-14.04,-10.86,47.4,-7.4,2.727,53
8151,-17.77,62.53,-14.04,-10.9,47.5,-7.44,2.727,49
8166,-17.87,62.64,-14.14,-10.94,47.61,-7.48,2.727,46
8181,-17.96,62.76,-14.23,-10.98,47.71,-7.52,2.727,44
8195,-18.06,62.87,-14.33,-11.02,47.81,-7.56,2.727,43
8210,-18.17,62.98,-14.44,-11.02,47.81,-7.56,2.727,42
8224,-18.27,63.1,-14.54,-11.06,47.91,-7.6,2.727,41
8239,-18.27,63.1,-14.54,-11.09,48.01,-7.63,2.727,40
8253,-18.37,63.21,-14.65,-11.13,48.12,-7.67,2.727,39
8268,-18.45,63.32,-14.73,-11.17,48.22,-7.71,2.722,41
8283,-18.53,63.43,-14.81,-11.17,48.22,-7.71,2.727,58
8297,-18.6,63.54,-14.91,-11.2,48.33,-7.75,2.727,56
8312,-18.6,63.54,-14.91,-11.23,48.43,-7.8,2.727,51
8326,-18.68,63.66,-15.01,-11.26,48.54,-7.85,2.727,47
8341,-18.78,63.79,-15.11,-11.29,48.64,-7.9,2.722,45
8356,-18.87,63.92,-15.23,-11.32,48.75,-7.94,2.722,44
8371,-18.96,64.04,-15.33,-11.32,48.75,-7.94,2.727,42
8385,-19.04,64.15,-15.43,-11.36,48.85,-7.98,2.727,49
8400,-19.04,64.15,-15.43,-11.4,48.95,-8.02,2.722,46
8414,-19.13,64.26,-15.52,-11.43,49.05,-8.07,2.727,47
8429,-19.22,64.37,-15.61,-11.47,49.15,-8.12,2.727,50
8443,-19.32,64.49,-15.72,-11.47,49.15,-8.12,2.722,46
8458,-19.42,64.62,-15.84,-11.5,49.25,-8.16,2.727,45
8472,-19.52,64.73,-15.94,-11.53,49.35,-8.2,2.727,45
8487,-19.52,64.73,-15.94,-11.57,49.45,-8.25,2.727,45
8501,-19.61,64.85,-16.04,-11.61,49.55,-8.29,2.722,51
8516,-19.7,64.95,-16.12,-11.65,49.65,-8.32,2.727,48
8531,-19.8,65.06,-16.22,-11.65,49.65,-8.32,2.727,49
8545,-19.9,65.17,-16.32,-11.69,49.75,-8.36,2.722,46
8560,-19.9,65.17,-16.32,-11.73,49.84,-8.4,2.722,45
8574,-20.02,65.28,-16.43,-11.78,49.94,-8.45,2.727,42
8589,-20.13,65.39,-16.55,-11.83,50.04,-8.5,2.727,50
8604,-20.22,65.51,-16.66,-11.83,50.04,-8.5,2.727,46
8618,-20.32,65.62,-16.76,-11.86,50.14,-8.55,2.727,54
