Roll1,Pitch1,Yaw1,Roll2,Pitch2,Yaw2,FRS,EMG1,Activity
139.53,72.01,42.6,-110.43,48.7,68.32,1.73,46,upstairs
133.84,71.32,38.87,-110.65,48.89,68.95,1.706,48,upstairs
128.15,70.52,35.4,-111.16,49.39,69.78,1.686,49,upstairs
122.69,69.68,32.37,-111.86,50.09,70.79,1.662,48,upstairs
122.69,69.68,32.37,-112.33,50.96,71.85,1.637,52,upstairs
117.4,68.85,29.55,-112.77,52.13,72.93,1.623,50,upstairs
112.35,67.98,26.75,-112.77,52.13,72.93,1.608,54,upstairs
107.87,66.9,24.14,-112.8,53.51,74.13,1.608,51,upstairs
104.36,65.74,21.95,-112.4,54.99,75.18,1.608,47,upstairs
101.56,64.51,19.99,-111.73,56.6,76.12,1.618,49,upstairs
101.56,64.51,19.99,-111,58.33,76.96,1.637,45,upstairs
99.49,63.22,18.38,-110.26,60.06,77.78,1.657,44,upstairs
98.02,61.92,17.14,-109.59,61.84,78.48,1.691,40,upstairs
96.88,60.65,16.12,-109.06,63.64,79.02,1.706,40,upstairs
95.98,59.45,15.32,-108.44,65.4,79.42,1.711,40,upstairs
95.26,58.42,14.69,-107.71,67.07,79.85,1.73,39,upstairs
94.68,57.57,14.15,-106.94,68.61,80.09,1.74,38,upstairs
94.39,56.93,13.75,-106.32,70.01,80.17,1.75,37,upstairs
94.14,56.5,13.39,-105.84,71.22,80.22,1.76,36,upstairs
94.15,56.29,13.27,-105.6,72.21,80.21,1.769,37,upstairs
94.57,56.24,13.4,-105.53,72.98,80.17,1.784,37,upstairs
95.08,56.27,13.64,-105.49,73.49,80.14,1.794,36,upstairs
95.81,56.39,14.14,-105.48,73.78,80.01,1.804,36,upstairs
96.74,56.61,14.73,-105.48,73.78,80.01,1.818,36,upstairs
97.85,56.95,15.41,-105.46,73.84,79.92,1.838,35,upstairs
98.92,57.41,15.96,-105.71,73.75,79.41,1.852,35,upstairs
99.36,57.29,16.57,-102.75,73.32,82.1,1.877,37,upstairs
99.36,57.29,16.57,-106.76,72.09,78.62,1.896,62,upstairs
101.12,56.97,17.58,-106.76,72.09,78.62,1.896,100,upstairs
101.26,56.82,17.55,-107.85,72.3,78.47,1.887,94,upstairs
102.42,57.01,17.85,-110.16,72.53,76.6,1.891,85,upstairs
105.01,57.63,18.95,-110.67,72.38,76.05,1.906,120,upstairs
105.01,57.63,18.95,-110.13,72.14,76.02,1.926,101,upstairs
108.59,58.04,21.25,-109.74,72.01,76.28,1.955,100,upstairs
111.89,58.67,23.04,-109.74,72.01,76.28,1.984,89,upstairs
114.17,59.38,25.08,-109.78,72.06,76.55,2.004,90,upstairs
116.6,60.09,27.52,-109.85,72.15,76.78,2.023,104,upstairs
119.3,60.74,29.91,-109.37,72.3,77.16,2.048,165,upstairs
119.3,60.74,29.91,-108.38,72.35,77.6,2.082,258,upstairs
122.26,61.36,32.2,-108.38,72.35,77.6,2.126,224,upstairs
125.35,61.86,34.39,-107.18,72.57,78.19,2.165,172,upstairs
128.45,62.31,36.47,-106.33,72.98,78.79,2.204,141,upstairs
131.53,62.67,38.57,-105.74,73.34,79.15,2.234,122,upstairs
131.53,62.67,38.57,-104.62,73.59,79.83,2.263,128,upstairs
134.59,63.09,40.88,-104.62,73.59,79.83,2.317,124,upstairs
137.6,63.55,43.46,-103.34,73.81,80.68,2.341,102,upstairs
140.54,63.97,46.09,-102.12,74.11,81.68,2.361,89,upstairs
143.45,64.29,48.73,-101.16,74.51,82.52,2.356,83,upstairs
146.35,64.58,51.27,-100.15,74.9,83.41,2.405,80,upstairs
146.35,64.58,51.27,-99.01,75.2,84.33,2.424,91,upstairs
149.15,64.86,53.61,-99.01,75.2,84.33,2.439,125,upstairs
151.99,65.08,55.9,-98.24,75.45,84.88,2.463,138,upstairs
154.66,65.25,58,-97.4,75.7,85.54,2.478,142,upstairs
157.25,65.39,60.05,-96.52,75.93,86.15,2.493,361,upstairs
157.25,65.39,60.05,-95.39,76.17,87.03,2.507,332,upstairs
159.73,65.52,62.06,-95.39,76.17,87.03,2.517,316,upstairs
162.18,65.7,64.04,-94.39,76.36,87.78,2.532,297,upstairs
164.66,65.89,66.08,-93.53,76.53,88.36,2.542,290,upstairs
167.11,66,68.09,-92.55,76.68,89.03,2.556,244,upstairs
169.44,66.13,70.1,-91.7,76.79,89.53,2.561,262,upstairs
169.44,66.13,70.1,-90.63,76.91,90.28,2.576,309,upstairs
171.63,66.26,72.03,-90.63,76.91,90.28,2.586,275,upstairs
173.58,66.47,73.78,-89.61,77.01,91.04,2.595,254,upstairs
175.31,66.69,75.39,-88.87,77.06,91.57,2.605,209,upstairs
176.93,66.9,76.94,-88.14,77.07,92.1,2.61,320,upstairs
176.93,66.9,76.94,-87.56,76.99,92.46,2.615,305,upstairs
178.57,67.04,78.38,-87.56,76.99,92.46,2.62,303,upstairs
-179.73,67.17,79.83,-86.95,76.87,92.82,2.63,258,upstairs
-178.12,67.25,81.15,-86.3,76.73,93.27,2.634,280,upstairs
-176.7,67.36,82.28,-85.65,76.55,93.8,2.644,340,upstairs
-175.44,67.44,83.31,-85.31,76.35,94.11,2.649,271,upstairs
-175.44,67.44,83.31,-85.31,76.35,94.11,2.654,288,upstairs
-174.21,67.57,84.48,-85.19,76.08,94.21,2.664,310,upstairs
-172.81,67.63,85.76,-84.94,75.77,94.44,2.669,274,upstairs
-171.46,67.67,87.03,-84.53,75.47,94.86,2.678,278,upstairs
-170.18,67.69,88.31,-84.25,75.15,95.24,2.683,286,upstairs
-168.82,67.67,89.74,-83.98,74.82,95.7,2.688,452,upstairs
-168.82,67.67,89.74,-83.98,74.82,95.7,2.693,470,upstairs
-167.37,67.64,91.2,-83.53,74.47,96.33,2.698,446,upstairs
-165.92,67.6,92.61,-82.97,74.09,96.96,2.703,463,upstairs
-164.55,67.54,93.93,-82.38,73.7,97.55,2.703,489,upstairs
-163.16,67.49,95.27,-81.78,73.31,98.25,2.708,458,upstairs
-163.16,67.49,95.27,-81.24,72.91,99.01,2.708,342,upstairs
-161.93,67.47,96.57,-81.24,72.91,99.01,2.713,257,upstairs
-161.11,67.55,97.52,-80.81,72.41,99.43,2.717,195,upstairs
-160.67,67.76,98.11,-80.52,71.68,99.44,2.717,153,upstairs
-160.59,68.09,98.42,-80.62,70.66,98.9,2.703,119,upstairs
-161.13,68.41,98.31,-80.73,69.55,98.43,2.674,106,upstairs
-161.13,68.41,98.31,-80.73,69.55,98.43,2.659,87,upstairs
-162.44,68.72,97.3,-81.1,68.47,97.97,2.659,72,upstairs
-164.54,69.12,95.49,-81.94,67.35,97.24,2.659,61,upstairs
-166.95,69.59,93.32,-83.5,66.08,96.1,2.59,54,upstairs
-169.56,69.99,90.6,-86,64.27,94.1,2.6,49,upstairs
-172.11,70.62,87.59,-89.83,61.97,90.64,2.586,46,upstairs
-172.11,70.62,87.59,-89.83,61.97,90.64,2.366,44,upstairs
-174.19,71.14,84.94,-93.23,59.41,87.06,2.419,41,upstairs
-175.8,71.93,82.72,-95.41,57.08,84.54,2.263,40,upstairs
-177.87,72.98,80.46,-97.69,54.88,82.19,2.136,39,upstairs
177.85,74.16,76.93,-100.09,52.67,79.92,1.975,40,upstairs
171.7,75.22,72.45,-102.03,50.8,78.38,1.994,38,upstairs
171.7,75.22,72.45,-102.03,50.8,78.38,1.926,40,upstairs
164.93,75.97,67.64,-103.76,49.24,77.26,1.848,39,upstairs
157.37,76.32,62.2,-105.3,47.96,76.48,1.799,40,upstairs
149.22,76.24,55.92,-106.52,47.16,76.17,1.76,40,upstairs
140.8,75.81,49.2,-107.66,46.66,75.98,1.725,40,upstairs
140.8,75.81,49.2,-107.66,46.66,75.98,1.696,40,upstairs
132.78,75.06,42.87,-108.69,46.35,75.83,1.672,39,upstairs
125.69,74.1,37.34,-109.38,46.39,75.92,1.657,39,upstairs
119.49,72.93,32.63,-109.84,46.74,76.18,1.642,41,upstairs
113.66,71.6,28.32,-110.3,47.49,76.62,1.632,41,upstairs
108.37,70.19,24.71,-110.73,48.6,77.13,1.618,42,upstairs
108.37,70.19,24.71,-110.73,48.6,77.13,1.613,41,upstairs
103.75,68.72,21.76,-111.08,50.01,77.68,1.608,40,upstairs
100.04,67.19,19.41,-111.06,51.67,78.2,1.613,39,upstairs
97.2,65.66,17.53,-110.68,53.5,78.62,1.618,38,upstairs
95.12,64.11,15.99,-110.29,55.54,79.04,1.632,38,upstairs
93.74,62.53,14.9,-109.91,57.67,79.46,1.647,40,upstairs
93.74,62.53,14.9,-109.91,57.67,79.46,1.662,38,upstairs
92.98,61,14.31,-109.54,59.76,79.77,1.672,38,upstairs
92.55,59.57,14.05,-109.19,61.81,80.07,1.686,37,upstairs
92.2,58.27,13.84,-108.96,63.83,80.13,1.696,37,upstairs
91.88,57.18,13.62,-108.82,65.76,79.91,1.706,36,upstairs
91.69,56.34,13.51,-108.82,65.76,79.91,1.716,36,upstairs
91.69,56.34,13.51,-108.64,67.59,79.67,1.73,36,upstairs
91.83,55.79,13.5,-108.65,69.23,79.29,1.74,36,upstairs
92.08,55.51,13.64,-109.02,70.61,78.71,1.75,36,upstairs
92.59,55.42,13.98,-109.49,71.77,78.08,1.76,36,upstairs
93.39,55.45,14.45,-110.07,72.71,77.36,1.769,36,upstairs
93.39,55.45,14.45,-110.07,72.71,77.36,1.779,36,upstairs
94.44,55.55,15.05,-110.52,73.3,76.78,1.789,36,upstairs
95.77,55.71,15.79,-110.68,73.61,76.47,1.804,36,upstairs
97.18,55.9,16.68,-110.8,73.67,76.33,1.823,36,upstairs
98.65,56.09,17.74,-111.19,73.51,76.08,1.843,35,upstairs
100.06,56.32,18.79,-111.72,73.23,75.68,1.857,36,upstairs
100.06,56.32,18.79,-111.72,73.23,75.68,1.872,36,upstairs
100.92,56.5,19.67,-110.8,72.44,76.92,1.882,37,upstairs
102.44,56.74,21,-111.6,71.47,76.69,1.887,136,upstairs
103.72,56.96,22.23,-111.68,71.4,76.83,1.891,107,upstairs
105.43,57.02,23.46,-112.29,71.43,76.26,1.896,99,upstairs
107.01,57.33,24.39,-112.29,71.43,76.26,1.911,84,upstairs
107.01,57.33,24.39,-112.85,71.16,75.71,1.926,71,upstairs
109.19,57.69,25.61,-113.62,71.02,75.06,1.94,61,upstairs
111.47,57.95,27.1,-113.94,71.32,74.88,1.955,54,upstairs
114.92,58.25,29.29,-113.97,71.58,75.29,1.979,57,upstairs
118.12,58.92,31.72,-113.08,71.59,76.13,2.014,59,upstairs
120.75,59.68,34.23,-113.08,71.59,76.13,2.053,70,upstairs
120.75,59.68,34.23,-112.59,71.51,76.41,2.077,92,upstairs
123.18,60.23,36.44,-112.03,71.61,76.67,2.102,86,upstairs
125.75,60.68,38.46,-111.2,71.86,77.26,2.121,88,upstairs
128.47,61.11,40.47,-110.6,72.16,77.72,2.155,214,upstairs
131.3,61.59,42.53,-109.86,72.41,78.18,2.199,172,upstairs
131.3,61.59,42.53,-109.86,72.41,78.18,2.239,200,upstairs
134.16,62.06,44.65,-108.91,72.59,78.73,2.278,176,upstairs
137.11,62.46,46.88,-107.95,72.81,79.35,2.312,145,upstairs
139.98,62.84,49.15,-107.1,73.16,79.95,2.317,115,upstairs
142.79,63.18,51.48,-106.41,73.51,80.39,2.336,108,upstairs
145.64,63.49,53.85,-106.41,73.51,80.39,2.346,136,upstairs
145.64,63.49,53.85,-105.57,73.9,80.92,2.37,177,upstairs
148.44,63.76,56.11,-104.82,74.27,81.34,2.395,157,upstairs
151.3,63.97,58.32,-104.02,74.65,81.76,2.414,194,upstairs
154.16,64.09,60.47,-102.96,75.02,82.45,2.429,596,upstairs
156.9,64.21,62.56,-101.8,75.38,83.23,2.444,671,upstairs
159.58,64.31,64.69,-101.8,75.38,83.23,2.454,510,upstairs
159.58,64.31,64.69,-100.67,75.76,84.07,2.478,413,upstairs
162.36,64.38,66.95,-99.34,76.13,85.12,2.498,359,upstairs
165.11,64.5,69.17,-97.7,76.5,86.4,2.522,321,upstairs
167.78,64.71,71.35,-96.34,76.84,87.43,2.542,257,upstairs
170.29,64.92,73.47,-96.34,76.84,87.43,2.556,202,upstairs
170.29,64.92,73.47,-95.16,77.16,88.27,2.561,164,upstairs
172.53,65.08,75.45,-94.15,77.44,88.93,2.571,173,upstairs
174.63,65.27,77.4,-93.03,77.65,89.7,2.576,150,upstairs
176.56,65.5,79.28,-91.8,77.83,90.71,2.581,161,upstairs
178.41,65.7,81.13,-90.74,77.98,91.69,2.546,134,upstairs
-179.97,65.9,82.85,-90.74,77.98,91.69,2.532,109,upstairs
-179.97,65.9,82.85,-89.86,78.1,92.54,2.605,90,upstairs
-178.5,66.11,84.42,-89.04,78.17,93.37,2.625,105,upstairs
-177.05,66.25,85.91,-88.2,78.19,94.23,2.634,91,upstairs
-175.51,66.32,87.39,-87.37,78.19,95.1,2.649,80,upstairs
-174.05,66.34,88.78,-86.64,78.15,95.85,2.659,94,upstairs
-172.62,66.38,90.03,-86.64,78.15,95.85,2.669,111,upstairs
-172.62,66.38,90.03,-85.78,78.05,96.68,2.678,103,upstairs
-171.36,66.47,91.09,-85.03,77.88,97.36,2.688,120,upstairs
-170.28,66.55,92.03,-84.56,77.67,97.81,2.703,232,upstairs
-169.3,66.62,92.95,-84.35,77.38,98.04,2.708,233,upstairs
-168.33,66.65,93.9,-84.35,77.38,98.04,2.713,252,upstairs
-168.33,66.65,93.9,-84.3,77.05,98.17,2.717,286,upstairs
-167.38,66.65,94.95,-84.31,76.65,98.25,2.722,393,upstairs
-166.43,66.64,96.06,-84.15,76.22,98.5,2.727,590,upstairs
-165.45,66.65,97.11,-83.93,75.76,98.79,2.732,674,upstairs
-164.46,66.63,98.07,-83.62,75.28,99.11,2.732,641,upstairs
-163.56,66.58,98.86,-83.62,75.28,99.11,2.737,644,upstairs
-163.56,66.58,98.86,-83.19,74.8,99.49,2.737,526,upstairs
-162.62,66.55,99.56,-82.65,74.28,99.92,2.742,387,upstairs
-161.58,66.55,100.33,-81.75,73.75,100.76,2.742,286,upstairs
-160.6,66.61,101.09,-81.25,73.21,101.16,2.742,215,upstairs
-159.81,66.73,101.79,-81.25,73.21,101.16,2.737,166,upstairs
-159.31,67.02,102.31,-80.53,72.5,101.72,2.727,133,upstairs
-159.31,67.02,102.31,-80.2,71.52,101.62,2.708,107,upstairs
-159.21,67.48,102.49,-80.07,70.42,101.05,2.674,86,upstairs
-159.65,67.95,101.81,-80.28,69.37,100.34,2.649,72,upstairs
-161.03,68.34,100.13,-81.19,68.32,99.35,2.644,61,upstairs
-163.34,68.66,97.98,-82.85,67.07,98.07,2.502,43,upstairs
-165.87,68.91,95.7,-85.28,65.4,96.09,2.405,41,upstairs
-168.16,69.43,93.02,-88.71,63.32,92.79,2.454,43,upstairs
-170.3,70.2,90.1,-92.06,60.84,88.65,2.307,41,upstairs
-171.78,71.19,87.99,-94.52,58.37,85.25,2.18,39,upstairs
-172.84,72.41,86.43,-96.25,56.06,82.75,2.097,38,upstairs
-175.03,73.72,84.25,-98.35,53.92,80.51,2.043,37,upstairs
-179.67,74.97,80.49,-100.49,52,78.69,1.965,39,upstairs
173.76,75.96,75.41,-102.35,50.53,77.37,1.862,37,upstairs
166.84,76.63,70.24,-103.97,49.37,76.47,1.823,42,upstairs
160.1,76.84,65.15,-105.47,48.42,75.95,1.784,42,upstairs
153.19,76.72,59.71,-106.91,47.72,75.71,1.76,51,upstairs
145.66,76.31,53.83,-106.91,47.72,75.71,1.735,50,upstairs
137.99,75.7,47.99,-108.27,47.18,75.57,1.701,48,upstairs
137.99,75.7,47.99,-109.38,46.86,75.42,1.676,48,upstairs
130.82,74.9,42.53,-110.12,46.97,75.45,1.662,45,upstairs
124.08,73.94,37.32,-110.68,47.54,75.74,1.647,45,upstairs
117.82,72.78,32.49,-111.06,48.42,76.26,1.632,44,upstairs
112.44,71.5,28.59,-111.06,48.42,76.26,1.628,45,upstairs
112.44,71.5,28.59,-111.24,49.53,76.75,1.618,46,upstairs
107.87,70.13,25.39,-111.24,50.89,77.22,1.623,47,upstairs
104.13,68.7,22.76,-110.97,52.49,77.67,1.628,47,upstairs
101.13,67.21,20.49,-110.56,54.31,78.09,1.637,47,upstairs
98.79,65.64,18.54,-110.56,54.31,78.09,1.652,45,upstairs
97.14,64.03,17.04,-110.04,56.33,78.54,1.667,42,upstairs
97.14,64.03,17.04,-109.46,58.39,78.93,1.676,41,upstairs
96.05,62.45,15.96,-108.99,60.53,79.26,1.691,40,upstairs
95.04,60.96,14.96,-108.61,62.66,79.5,1.701,41,upstairs
94.23,59.61,14.16,-108.22,64.71,79.54,1.711,41,upstairs
93.75,58.48,13.67,-108.22,64.71,79.54,1.725,40,upstairs
93.75,58.48,13.67,-107.97,66.67,79.36,1.73,38,upstairs
93.29,57.6,13.23,-107.85,68.5,79.07,1.74,38,upstairs
92.93,56.97,12.9,-107.94,70.14,78.57,1.75,37,upstairs
92.8,56.57,12.74,-108.31,71.51,77.9,1.76,39,upstairs
93.01,56.37,12.87,-108.31,71.51,77.9,1.764,37,upstairs
93.58,56.35,13.33,-108.83,72.54,77.2,1.774,37,upstairs
93.58,56.35,13.33,-109.37,73.17,76.65,1.784,36,upstairs
94.75,56.39,14.25,-109.85,73.5,76.26,1.799,36,upstairs
96.04,56.48,15.12,-108.95,73.57,77.62,1.808,36,upstairs
96.8,56.52,15.78,-108.95,73.57,77.62,1.823,36,upstairs
97.99,56.64,16.97,-110.16,72.1,76.61,1.838,42,upstairs
98.09,56.63,17.73,-110.34,71.14,76.84,1.848,51,upstairs
98.09,56.63,17.73,-109.2,70.96,78.7,1.848,70,upstairs
98.51,56.52,18.67,-110.37,70.28,78.11,1.848,65,upstairs
99.69,56.9,19.77,-110.97,69.86,77.43,1.848,56,upstairs
101.94,57.35,21.09,-110.97,69.86,77.43,1.862,56,upstairs
105.99,57.46,23.3,-110.98,69.76,77.15,1.887,53,upstairs
105.99,57.46,23.3,-110.95,69.67,77.42,1.901,81,upstairs
109.32,57.75,25.27,-111.23,69.66,77.52,1.926,82,upstairs
112.06,58.31,27.17,-111.63,69.78,77.55,1.95,81,upstairs
114.63,59.01,29.31,-111.63,69.78,77.55,1.975,72,upstairs
117.03,59.71,31.36,-111.88,69.85,77.37,1.994,68,upstairs
119.78,60.31,33.43,-111.84,70.02,77.15,2.014,60,upstairs
119.78,60.31,33.43,-111.39,70.22,77.23,2.043,69,upstairs
122.82,60.81,35.77,-110.8,70.5,77.59,2.077,107,upstairs
125.77,61.31,38.13,-110.08,70.88,78.19,2.107,106,upstairs
128.69,61.78,40.52,-110.08,70.88,78.19,2.141,95,upstairs
131.41,62.2,42.79,-109.07,71.26,79.12,2.175,108,upstairs
131.41,62.2,42.79,-108.07,71.59,80.02,2.224,130,upstairs
134.11,62.64,44.99,-106.9,71.91,80.99,2.268,123,upstairs
136.85,63.11,47.2,-105.59,72.19,81.97,2.307,111,upstairs
139.56,63.58,49.41,-105.59,72.19,81.97,2.331,108,upstairs
142.23,63.98,51.53,-104.47,72.61,82.86,2.356,113,upstairs
145.01,64.31,53.62,-103.39,73.04,83.69,2.366,112,upstairs
145.01,64.31,53.62,-102.09,73.41,84.66,2.375,150,upstairs
147.91,64.62,55.75,-100.63,73.77,85.73,2.405,194,upstairs
150.85,64.84,57.95,-98.95,74.14,86.98,2.424,203,upstairs
153.76,65.04,60.14,-97.33,74.52,88.2,2.449,213,upstairs
156.6,65.19,62.4,-95.85,74.88,89.37,2.473,198,upstairs
159.47,65.33,64.72,-94.27,75.22,90.67,2.493,207,upstairs
162.23,65.47,67.06,-92.63,75.55,92.03,2.507,296,upstairs
165,65.55,69.46,-92.63,75.55,92.03,2.532,263,upstairs
167.59,65.67,71.75,-91.13,75.83,93.26,2.542,204,upstairs
170.2,65.81,74.08,-89.69,76.09,94.43,2.502,184,upstairs
172.74,65.98,76.36,-88.17,76.33,95.67,2.532,192,upstairs
172.74,65.98,76.36,-86.67,76.55,96.97,2.517,196,upstairs
175.07,66.16,78.58,-85.51,76.7,97.94,2.546,246,upstairs
177.13,66.32,80.64,-85.51,76.7,97.94,2.527,274,upstairs
178.93,66.57,82.53,-84.53,76.77,98.78,2.566,278,upstairs
-179.34,66.8,84.17,-83.41,76.79,99.8,2.546,216,upstairs
-179.34,66.8,84.17,-82.52,76.79,100.59,2.6,213,upstairs
-177.61,66.97,85.71,-81.79,76.69,101.25,2.62,203,upstairs
-175.86,67.09,87.14,-81.79,76.69,101.25,2.63,177,upstairs
-174.29,67.16,88.36,-81.2,76.54,101.79,2.634,146,upstairs
-172.69,67.23,89.59,-80.82,76.3,102.05,2.644,166,upstairs
-172.69,67.23,89.59,-80.4,76.02,102.43,2.654,247,upstairs
-171.2,67.22,90.84,-80.23,75.69,102.55,2.664,215,upstairs
-169.72,67.22,92.14,-80.08,75.3,102.71,2.669,253,upstairs
-168.18,67.21,93.58,-80.08,75.3,102.71,2.678,259,upstairs
-166.77,67.24,95.02,-79.91,74.85,102.98,2.683,495,upstairs
-166.77,67.24,95.02,-79.82,74.4,103.17,2.683,550,upstairs
-165.46,67.29,96.49,-79.83,73.94,103.23,2.688,600,upstairs
-164.16,67.23,97.84,-79.71,73.45,103.29,2.693,672,upstairs
-162.82,67.16,99.15,-79.71,73.45,103.29,2.698,697,upstairs
-161.44,67.09,100.3,-79.3,72.96,103.58,2.698,570,upstairs
-160.1,67.05,101.32,-78.72,72.46,103.99,2.698,426,upstairs
-160.1,67.05,101.32,-78.11,71.93,104.56,2.703,323,upstairs
-158.89,67.04,102.32,-77.78,71.36,104.75,2.703,242,upstairs
-158.19,67.29,102.96,-77.78,71.36,104.75,2.703,191,upstairs
-158.01,67.66,103.12,-77.65,70.64,104.42,2.688,150,upstairs
-158.45,68.01,102.7,-77.8,69.65,103.6,2.659,117,upstairs
-158.45,68.01,102.7,-78.58,68.58,102.31,2.634,95,upstairs
-159.68,68.28,101.5,-79.34,67.45,101.16,2.625,78,upstairs
-161.67,68.55,99.5,-79.34,67.45,101.16,2.62,66,upstairs
-164.13,68.86,96.74,-80.56,66.35,99.84,2.63,57,upstairs
-166.56,69.47,93.76,-82.72,65.09,97.68,2.576,53,upstairs
-166.56,69.47,93.76,-85.71,63.61,94.42,2.449,49,upstairs
-169.14,70.21,90.6,-88.98,61.83,90.31,2.605,46,upstairs
-171.84,71.18,86.88,-88.98,61.83,90.31,2.522,43,upstairs
-174.66,72.06,83.2,-92.03,59.83,86.12,2.38,41,upstairs
-179.19,73.33,78.97,-94.77,57.93,82.59,2.224,40,upstairs
-179.19,73.33,78.97,-97.54,56.08,79.62,2.107,38,upstairs
174.76,74.48,73.75,-100.41,54.29,77.16,2.033,38,upstairs
167.28,75.1,67.35,-100.41,54.29,77.16,1.96,37,upstairs
158.83,75.48,61.02,-102.77,52.79,75.32,1.843,38,upstairs
150.02,75.33,54.49,-104.99,51.43,73.98,1.823,38,upstairs
150.02,75.33,54.49,-106.65,50.28,73.04,1.784,42,upstairs
140.8,74.7,47.46,-107.99,49.74,72.37,1.745,45,upstairs
131.6,73.89,40.19,-107.99,49.74,72.37,1.706,43,upstairs
123.64,72.84,33.65,-108.97,49.57,71.86,1.691,43,upstairs
117.18,71.58,27.97,-109.72,49.57,71.46,1.672,48,upstairs
111.62,70.05,22.87,-110.45,49.86,71,1.667,46,upstairs
111.62,70.05,22.87,-111.26,50.39,70.54,1.652,45,upstairs
106.75,68.49,18.56,-111.26,50.39,70.54,1.647,46,upstairs
102.68,66.88,15.05,-111.89,51.21,70.33,1.642,43,upstairs
99.52,65.27,12.47,-112.41,52.35,70.27,1.637,43,upstairs
96.96,63.64,10.42,-112.9,53.76,70.15,1.632,41,upstairs
96.96,63.64,10.42,-113.1,55.41,69.98,1.632,41,upstairs
94.94,62.03,8.81,-113.04,57.2,69.77,1.637,41,upstairs
93.51,60.48,7.61,-113.04,57.2,69.77,1.642,39,upstairs
92.47,59,6.69,-112.89,59.13,69.66,1.652,39,upstairs
91.73,57.64,6.01,-112.8,61.12,69.67,1.662,38,upstairs
91.73,57.64,6.01,-112.72,63.08,69.68,1.667,37,upstairs
90.89,56.48,5.44,-112.57,64.98,69.57,1.672,38,upstairs
90.02,55.62,4.97,-112.57,64.98,69.57,1.676,37,upstairs
89.18,55.08,4.55,-112.26,66.83,69.54,1.686,37,upstairs
88.73,54.79,4.33,-111.59,68.54,69.81,1.696,37,upstairs
88.73,54.79,4.33,-110.75,69.98,70.22,1.711,36,upstairs
88.74,54.66,4.33,-109.84,71.2,70.9,1.72,36,upstairs
89.08,54.63,4.54,-109.84,71.2,70.9,1.735,36,upstairs
89.71,54.68,4.9,-109.09,72.13,71.52,1.75,35,upstairs
90.42,54.78,5.29,-108.5,72.82,72.24,1.755,35,upstairs
90.42,54.78,5.29,-107.87,73.22,73.06,1.769,36,upstairs
91.2,54.96,5.78,-107.37,73.32,73.76,1.784,36,upstairs
92.01,55.24,6.36,-107.37,73.32,73.76,1.794,36,upstairs
92.26,55.57,6.57,-106.8,73.2,74.6,1.804,37,upstairs
92.94,55.88,7.5,-107.07,71.61,74.75,1.813,55,upstairs
93.86,56.27,8.4,-107.47,70.36,74.69,1.823,89,upstairs
93.86,56.27,8.4,-107.58,70.24,75.19,1.833,76,upstairs
94.5,56.36,9.19,-107.58,70.24,75.19,1.838,66,upstairs
96.52,56.5,10.74,-109.43,69.55,73.54,1.838,59,upstairs
99.15,56.93,12.28,-110.21,68.95,72.29,1.843,54,upstairs
103.02,57.43,14.21,-110.85,68.54,71.02,1.857,61,upstairs
103.02,57.43,14.21,-111.84,68.41,69.79,1.872,90,upstairs
107.2,57.75,16.65,-111.84,68.41,69.79,1.901,101,upstairs
110.97,58.43,19.27,-112.06,68.61,69.76,1.931,122,upstairs
114.11,59.27,22.11,-111.46,68.55,70.5,1.97,106,upstairs
115.92,60.07,24.4,-112.23,68.56,70.35,1.994,140,upstairs
115.92,60.07,24.4,-112.87,68.96,70.19,1.999,116,upstairs
118.14,60.74,27.03,-112.87,68.96,70.19,2.019,100,upstairs
121.23,61.11,29.63,-111.97,69.43,71.08,2.048,84,upstairs
124.78,61.47,32.59,-110.82,69.85,72.22,2.092,74,upstairs
127.95,61.94,35.6,-109.79,70.32,73.41,2.131,127,upstairs
127.95,61.94,35.6,-108.67,70.84,74.57,2.17,257,upstairs
130.95,62.42,38.41,-108.67,70.84,74.57,2.209,229,upstairs
133.95,62.89,40.92,-107.31,71.26,75.68,2.253,275,upstairs
137.13,63.29,43.39,-106.25,71.59,76.34,2.292,295,upstairs
140.32,63.76,45.82,-105.38,71.92,76.76,2.322,396,upstairs
140.32,63.76,45.82,-104.71,72.25,76.99,2.336,306,upstairs
143.45,64.16,48.23,-104.71,72.25,76.99,2.356,296,upstairs
146.58,64.46,50.67,-104.06,72.67,77.24,2.37,269,upstairs
149.75,64.65,53.17,-103.32,73.1,77.61,2.395,299,upstairs
152.83,64.82,55.6,-102.47,73.5,78.06,2.405,356,upstairs
152.83,64.82,55.6,-101.45,73.88,78.66,2.405,348,upstairs
155.92,64.92,57.96,-101.45,73.88,78.66,2.439,412,upstairs
158.87,64.97,60.22,-100.21,74.25,79.5,2.458,348,upstairs
161.6,65,62.42,-99.08,74.6,80.24,2.478,273,upstairs
164.4,65.01,64.69,-97.96,74.94,81.07,2.498,266,upstairs
167.17,65.09,67.01,-96.59,75.28,82.15,2.512,236,upstairs
167.17,65.09,67.01,-95.22,75.57,83.2,2.532,287,upstairs
169.77,65.23,69.29,-95.22,75.57,83.2,2.542,242,upstairs
172.18,65.39,71.48,-94.09,75.81,84,2.532,239,upstairs
174.4,65.56,73.46,-93.1,76.04,84.65,2.546,190,upstairs
176.52,65.67,75.32,-92.35,76.22,85.04,2.556,180,upstairs
